Auto.,STATE,CITY,ICAO,IATA,Fixed Base Operator,,FROM,TO,PRICE,EFF DATE,PREAUTH,FBO FAX,FBO WEBSITE,AGENT FOT,AVFUEL CONTACT INFO,AVFUEL CF PHONE,AVFUEL WEBSITE,PRODUCT,NOTES,SUB-ACCOUNT,TAIL NUMBER
No,,Tunis,DTTA,TUN,"OLA Aviation - TUN (Int'l)",,"1","99999",2.6061 ,3/1/2026,T,+216 70 015 540,,Corporate Configure Accepted,contractfuel@avfuel.com,800-466-2778,www.avfuel.com,Jet,Prices are exclusive of all duties  taxes and fees unless otherwise specified.    Please send fuel requests 24 to 48 hours in advance taking in consideration working days/hours.    International operations only,,
No,,Tabuk,OETB,TUU,"UGAFCO - TUU",,"1","99999",3.9243 ,3/1/2026,T,,,Corporate Configure Accepted,contractfuel@avfuel.com,800-466-2778,www.avfuel.com,Jet,Prices are exclusive of all duties  taxes and fees unless otherwise specified.,,
Yes,,Trabzon,LTCG,TZX,"THYOpet - TZX (Int'l)",,"1","99999",2.8280 ,3/1/2026,F,,,Corporate Configure Accepted,contractfuel@avfuel.com,800-466-2778,www.avfuel.com,Jet,Prices are exclusive of all duties  taxes and fees unless otherwise specified.    Not available Turkish aircraft performing domestic flights.,,
Yes,,Narsarsuaq,BGBW,UAK,"Greenland Airport Authority - UAK",,"1","99999",7.2710 ,3/1/2026,F,,,Corporate Configure Accepted,contractfuel@avfuel.com,800-466-2778,www.avfuel.com,Jet,All airport and handling charges will be invoiced at the same time as fuel.  Prices are exclusive of all duties  taxes and fees unless otherwise specified.,,
Yes,,Quito,SEQM,UIO,"JetHandling Ecuador - UIO",,"1","99999",3.7085 ,2/12/2026,F,,,Corporate Configure Accepted,contractfuel@avfuel.com,800-466-2778,www.avfuel.com,Jet,Prices are exclusive of all duties  taxes and fees unless otherwise specified.  ,,
No,,Urapan,MMPN,UPN,"ASA - UPN",,"1","99999",3.0287 ,3/3/2026,T,,,Corporate Configure Accepted,contractfuel@avfuel.com,800-466-2778,www.avfuel.com,Jet,- Arrangements must be made between Mon - 08:00 and Fri – 17:00 EST  24 hour notice required  - Auths will not be issued on weekends  afterhours or  Mexican Holidays  - Operator must also submit a copy of the aircraft's Airworthiness Certificate to contractfuel@avfuel.com to be sent with the authorization.  - Prices are exclusive of all duties  taxes and fees unless otherwise specified.  - This location requires additional confirmation from ASA  which will be sent in a separate email from Avfuel,,
No,,Utapao,VTBU,UTP,"U-Tapao International - UTP",,"1","99999",2.7852 ,3/1/2026,T,,,Corporate Configure Accepted,contractfuel@avfuel.com,800-466-2778,www.avfuel.com,Jet,,,
Yes,,Vieux Fort,TLPL,UVF,"IAM Jet Centre - UVF",,"1","99999",3.9130 ,3/1/2026,F,7587314160,,Corporate Configure Accepted,contractfuel@avfuel.com,800-466-2778,www.avfuel.com,Jet,Prices are exclusive of all duties  taxes and fees unless otherwise specified.    Price s subject to change at any time,,
No,,Chabeuil,LFLU,VAF,"Total Energies - VAF",,"1","99999",6.1742 ,3/10/2026,T,,,Corporate Configure Accepted,contractfuel@avfuel.com,800-466-2778,www.avfuel.com,Jet,Prices are exclusive of all duties  taxes and fees unless otherwise specified.,,
No,,Brescia,LIPO,VBS,"Carboil / Aloa - VBS",,"1","99999",4.7002 ,3/10/2026,T,,,Corporate Configure Accepted,contractfuel@avfuel.com,800-466-2778,www.avfuel.com,Jet,Prices are exclusive of all duties  taxes and fees unless otherwise specified.  VAT to be applied to all flights.  NO FUEL FEE will be billed for no notification of cancellation before into-plane arrival  or at least 12-hour notice for after-hours requests.,,
Yes,,Visby,ESSV,VBY,"Airport Authority - VBY",,"1","99999",8.5288 ,3/1/2026,F,46498279860,,Corporate Configure Accepted,contractfuel@avfuel.com,800-466-2778,www.avfuel.com,Jet,,,
Yes,,Venice,LIPZ,VCE,"Levorato Marcevaggi - VCE",,"1","99999",4.4567 ,3/10/2026,F,+390415415038,,Corporate Configure Accepted,contractfuel@avfuel.com,800-466-2778,www.avfuel.com,Jet,Prices are exclusive of all duties  taxes and fees unless otherwise specified.    This airport has been identified as in-scope for ReFuelEU  the cost associated with mandate compliance will be invoiced and is subject to change.    VAT to be applied to all flights.,,
Yes,,Campinas,SBKP,VCP,"Shell / Raizen - VCP (Int'l)",,"1","99999",2.9512 ,3/1/2026,F,+55 19 3225-6639,,Corporate Configure Accepted,contractfuel@avfuel.com,800-466-2778,www.avfuel.com,Jet,Prices are exclusive of all duties  taxes and fees unless otherwise specified.     International flights only.      Non-Brazilian registrations / tails only,,
No,,Veracruz,MMVR,VER,"ASA - VER (Truck)",,"1","99999",2.7974 ,3/3/2026,T,,,Corporate Configure Accepted,contractfuel@avfuel.com,800-466-2778,www.avfuel.com,Jet,- Arrangements must be made between Mon - 08:00 and Fri – 17:00 EST  24 hour notice required  - Auths will not be issued on weekends  afterhours or  Mexican Holidays  - Operator must also submit a copy of the aircraft's Airworthiness Certificate to contractfuel@avfuel.com to be sent with the authorization.  - Prices are exclusive of all duties  taxes and fees unless otherwise specified.  - This location requires additional confirmation from ASA  which will be sent in a separate email from Avfuel,,
Yes,,Vigo,LEVX,VGO,"Exolum / Cepsa - VGO",,"1","99999",2.8769 ,3/1/2026,F,,,Corporate Configure Accepted,contractfuel@avfuel.com,800-466-2778,www.avfuel.com,Jet,Prices are exclusive of all duties  taxes and fees unless otherwise specified.     48 Hour prior notice required    This airport has been identified as in-scope for ReFuelEU  the cost associated with mandate compliance will be invoiced.  ,,
Yes,,Vienna,LOWW,VIE,"Vienna Aircraft Handling - VIE",,"1","99999",4.5233 ,3/10/2026,F,,,Corporate Configure Accepted,contractfuel@avfuel.com,800-466-2778,www.avfuel.com,Jet,Effective 01 Oct. 2017 Austria requires a permit  Betankunsschein  to be exempt from the Excise Duty or Mineral Oil Tax (MOT) on jet. https://f.datasrvr.com/fr1/317/22711/AIC.pdf     Prices are exclusive of all duties  taxes and fees unless otherwise specified.    This airport has been identified as in-scope for ReFuelEU  the cost associated with mandate compliance will be invoiced and is subject to change.  ,,
No,,Vitoria,LEVT,VIT,"SLCA / Moeve - VIT",,"1","99999",3.2413 ,3/1/2026,T,,,Corporate Configure Accepted,contractfuel@avfuel.com,800-466-2778,www.avfuel.com,Jet,,,
Yes,,Valencia,LEVC,VLC,"Skytanking / Cepsa - VLC",,"1","99999",2.7213 ,3/1/2026,F,,,Corporate Configure Accepted,contractfuel@avfuel.com,800-466-2778,www.avfuel.com,Jet,Prices are exclusive of all duties  taxes and fees unless otherwise specified.     48 Hour prior notice required    This airport has been identified as in-scope for ReFuelEU  the cost associated with mandate compliance will be invoiced.,,
Yes,,Valladolid,LEVD,VLL,"Exolum / Cepsa - VLL",,"1","99999",3.2230 ,3/1/2026,F,,,Corporate Configure Accepted,contractfuel@avfuel.com,800-466-2778,www.avfuel.com,Jet,Prices are exclusive of all duties  taxes and fees unless otherwise specified.     48 Hour prior notice required  ,,
Yes,,Holyhead,EGOV,VLY,"RAF Valley - VLY",,"1","99999",3.1103 ,2/1/2026,F,+441407767001,,Corporate Configure Accepted,contractfuel@avfuel.com,800-466-2778,www.avfuel.com,Jet,Prices are exclusive of all duties  taxes and fees unless otherwise specified.    Due to the implementation of the UK SAF Mandate the cost associated with mandate compliance will be invoiced and is subject to change at any time.,,
Yes,,Vilnius,EYVI,VNO,"NAFTELF - VNO",,"1","99999",3.0088 ,3/1/2026,F,,,Corporate Configure Accepted,contractfuel@avfuel.com,800-466-2778,www.avfuel.com,Jet,Prices are exclusive of all duties  taxes and fees unless otherwise specified.    This airport has been identified as in-scope for ReFuelEU  the cost associated with mandate compliance will be invoiced and is subject to change.,,
No,,Verona,LIPX,VRN,"Carboil / Q8 - VRN",,"1","99999",2.8798 ,3/1/2026,T,+39 45 8619040,,Corporate Configure Accepted,contractfuel@avfuel.com,800-466-2778,www.avfuel.com,Jet,Prices are exclusive of all duties  taxes and fees unless otherwise specified.    This airport has been identified as in-scope for ReFuelEU  the cost associated with mandate compliance will be invoiced and is subject to change.    VAT to be applied to all flights.,,
No,,Villahermosa,MMVA,VSA,"ASA - VSA",,"1","99999",2.8687 ,3/3/2026,T,,,Corporate Configure Accepted,contractfuel@avfuel.com,800-466-2778,www.avfuel.com,Jet,- Arrangements must be made between Mon - 08:00 and Fri – 17:00 EST  24 hour notice required  - Auths will not be issued on weekends  afterhours or  Mexican Holidays  - Operator must also submit a copy of the aircraft's Airworthiness Certificate to contractfuel@avfuel.com to be sent with the authorization.  - Prices are exclusive of all duties  taxes and fees unless otherwise specified.  - This location requires additional confirmation from ASA  which will be sent in a separate email from Avfuel,,
Yes,,Caithness,EGPC,WIC,"Far North Aviation Ltd. - WIC",,"1","99999",5.2648 ,3/6/2026,F,,,Corporate Configure Accepted,contractfuel@avfuel.com,800-466-2778,www.avfuel.com,Jet,Prices are exclusive of all duties  taxes and fees unless otherwise specified.    Due to the implementation of the UK SAF Mandate the cost associated with mandate compliance will be invoiced and is subject to change at any time.,,
Yes,,Lincoln,EGWX,WTN,"RAF Waddington - WTN",,"1","99999",3.1253 ,2/1/2026,F,,,Corporate Configure Accepted,contractfuel@avfuel.com,800-466-2778,www.avfuel.com,Jet,Prices are exclusive of all duties  taxes and fees unless otherwise specified.    Due to the implementation of the UK SAF Mandate the cost associated with mandate compliance will be invoiced and is subject to change at any time.,,
No,,Wuzhou,ZGWZ,WUZ,"South China Bluesky - WUZ",,"1","99999",2.9731 ,3/1/2026,T,,,Corporate Configure Accepted,contractfuel@avfuel.com,800-466-2778,www.avfuel.com,Jet,Prices are exclusive of all duties  taxes and fees unless otherwise specified.    - 72 hrs notice required  - Need prior departure point  complete routing and destination  - Must denote the flight IS NOT private or charter on the refueling release  - Chinese registered aircraft restricted from using Avfuel  ,,
No,,Xi'an,ZLXY,XIY,"CNAF / RS - XIY (I)",,"1","99999",2.8421 ,3/1/2026,T,,,Corporate Configure Accepted,contractfuel@avfuel.com,800-466-2778,www.avfuel.com,Jet,Prices are exclusive of all duties  taxes and fees unless otherwise specified.    - 72 hrs notice required  - Need prior departure point  complete routing and destination  - Must denote the flight IS NOT private or charter on the refueling release  - Chinese registered aircraft restricted from using Avfuel  ,,
Yes,,Jerez,LEJR,XRY,"Exolum / Cepsa - XRY",,"1","99999",2.8016 ,3/1/2026,F,,,Corporate Configure Accepted,contractfuel@avfuel.com,800-466-2778,www.avfuel.com,Jet,Prices are exclusive of all duties  taxes and fees unless otherwise specified.     48 Hour prior notice required  24-Service not available - Overtime charges applicable.    This airport has been identified as in-scope for ReFuelEU  the cost associated with mandate compliance will be invoiced.,,
Yes,,Seletar,WSSL,XSP,"Shell Aviation - XSP",,"1","99999",3.9896 ,3/4/2026,F,,,Corporate Configure Accepted,contractfuel@avfuel.com,800-466-2778,www.avfuel.com,Jet,Prices are exclusive of all duties  taxes and fees unless otherwise specified.,,
Yes,,Zadar,LDZD,ZAD,"INA - ZAD",,"1","99999",4.3855 ,3/10/2026,F,+385 23 290 284,,Corporate Configure Accepted,contractfuel@avfuel.com,800-466-2778,www.avfuel.com,Jet,Prices are exclusive of all duties  taxes and fees unless otherwise specified.    This airport has been identified as in-scope for ReFuelEU  any cost associated with mandate compliance will be invoiced.    This airport has been identified as in-scope for ReFuelEU  the cost associated with mandate compliance will be invoiced and is subject to change.  SAF Mandate Fee be assessed and applied to any applicable transaction.   ,,
Yes,,Zagreb,LDZA,ZAG,"INA - ZAG",,"1","99999",4.3250 ,3/10/2026,F,+385 1 6265 068,,Corporate Configure Accepted,contractfuel@avfuel.com,800-466-2778,www.avfuel.com,Jet,Prices are exclusive of all duties  taxes and fees unless otherwise specified.    This airport has been identified as in-scope for ReFuelEU  any cost associated with mandate compliance will be invoiced.    This airport has been identified as in-scope for ReFuelEU  the cost associated with mandate compliance will be invoiced and is subject to change.  SAF Mandate Fee be assessed and applied to any applicable transaction.   ,,
Yes,,Zaragoza,LEZG,ZAZ,"Exolum / Cepsa - ZAZ",,"1","99999",2.8368 ,3/1/2026,F,,,Corporate Configure Accepted,contractfuel@avfuel.com,800-466-2778,www.avfuel.com,Jet,Prices are exclusive of all duties  taxes and fees unless otherwise specified.     36 Hour prior notice required    This airport has been identified as in-scope for ReFuelEU  the cost associated with mandate compliance will be invoiced.,,
Yes,,Zacatecas,MMZC,ZCL,"ICCS - ZCL",,"1","99999",3.3480 ,3/3/2026,F,,www.iccsmex.com.mx,Corporate Configure Accepted,contractfuel@avfuel.com,800-466-2778,www.avfuel.com,Jet,Prices are exclusive of all duties  taxes and fees unless otherwise specified.    SENEAM air navigation fee may be invoiced at the same time  but is not included in the price of fuel,,
No,,Zihuatanejo,MMZH,ZIH,"ASA - ZIH (Truck)",,"1","99999",3.1079 ,3/3/2026,T,,,Corporate Configure Accepted,contractfuel@avfuel.com,800-466-2778,www.avfuel.com,Jet,- Arrangements must be made between Mon - 08:00 and Fri – 17:00 EST  24 hour notice required  - Auths will not be issued on weekends  afterhours or  Mexican Holidays  - Operator must also submit a copy of the aircraft's Airworthiness Certificate to contractfuel@avfuel.com to be sent with the authorization.  - Prices are exclusive of all duties  taxes and fees unless otherwise specified.  - This location requires additional confirmation from ASA  which will be sent in a separate email from Avfuel,,
No,,Manzanillo,MMZO,ZLO,"ASA - ZLO",,"1","99999",3.1592 ,3/3/2026,T,,,Corporate Configure Accepted,contractfuel@avfuel.com,800-466-2778,www.avfuel.com,Jet,- Arrangements must be made between Mon - 08:00 and Fri – 17:00 EST  24 hour notice required  - Auths will not be issued on weekends  afterhours or  Mexican Holidays  - Operator must also submit a copy of the aircraft's Airworthiness Certificate to contractfuel@avfuel.com to be sent with the authorization.  - Prices are exclusive of all duties  taxes and fees unless otherwise specified.  - This location requires additional confirmation from ASA  which will be sent in a separate email from Avfuel,,
Yes,,Manzanillo,MMZO,ZLO,"ICCS - ZLO",,"1","99999",3.6605 ,3/3/2026,F,,www.iccsmex.com.mx,Corporate Configure Accepted,contractfuel@avfuel.com,800-466-2778,www.avfuel.com,Jet,Prices are exclusive of all duties  taxes and fees unless otherwise specified.    SENEAM air navigation fee may be invoiced at the same time  but is not included in the price of fuel,,
No,,Zinder,DRZR,ZND,"OLA Aviation - ZND (Int'l)",,"1","99999",5.5942 ,3/1/2026,T,,,Corporate Configure Accepted,contractfuel@avfuel.com,800-466-2778,www.avfuel.com,Jet,Prices are exclusive of all duties  taxes and fees unless otherwise specified.    International operations only    24 Hour notice on weekdays. 48 Hour notice on weekends.,,
No,,Zurich,LSZH,ZRH,"Jet Aviation - ZRH (North Ramp)",,"1","99999",5.1895 ,3/3/2026,T,,,Corporate Configure Accepted,contractfuel@avfuel.com,800-466-2778,www.avfuel.com,Jet,In order to receive Excise Duty exemption an aircraft must be registered to a country that holds a reciprocal right agreement with Switzerland.    Prices are exclusive of all duties  taxes and fees unless otherwise specified.    Jet Aviation's North ramp only.,,
No,,Zakinthos,LGZA,ZTH,"GISSCO / MOH - ZTH",,"1","99999",4.2902 ,3/10/2026,T,+30 26950 28728,,Corporate Configure Accepted,contractfuel@avfuel.com,800-466-2778,www.avfuel.com,Jet,Price is exclusive of all duties  taxes and fees  Billing Agent / Processing Fee will be billed as a seperate line item on the fuel invoice    AOC holders only.  Aircraft registration must be listed on the AOC when presented to the ITP agent by the operator at the time of the uplift for any potential tax exemptions    48HR notice required    This airport has been identified as in-scope for ReFuelEU  the cost associated with mandate compliance will be invoiced and is subject to change.. $150.00 will be added to order for ADMINISTRATION FEE.,,
No,AB,Calgary,CYBW,YBW,"Springbank Aero Services Inc.",,"1","99999",6.1920 ,3/10/2026,T,,,Corporate Configure Accepted,contractfuel@avfuel.com,800-466-2778,www.avfuel.com,Jet,Due to the dynamic nature of the exemptions granted to many operators    the prices are exclusive of all duties  taxes and fees unless otherwise specified.,,
No,AB,Edmonton,CYEG,YEG,"Airside Flight Services",,"1","99999",3.7641 ,3/3/2026,T,,,Corporate Configure Accepted,contractfuel@avfuel.com,800-466-2778,www.avfuel.com,Jet,Due to the dynamic nature of the exemptions granted to many operators  the prices are exclusive of all duties  taxes and fees unless otherwise specified.,,
Yes,AB,Edmonton,CYEG,YEG,"Executive Flight Centre - YEG",,"1","99999",3.5723 ,3/3/2026,F,7808908641,,Corporate Configure Accepted,contractfuel@avfuel.com,800-466-2778,www.avfuel.com,Jet,Due to the dynamic nature of the exemptions granted to many operators  the prices are exclusive of all duties  taxes and fees unless otherwise specified.,,
Yes,AB,Edmonton,CYEG,YEG,"Shell Aerocentre - FBO Services Inc. (YEG)",,"1","1320",5.1625 ,3/10/2026,F,7808901300,,Corporate Configure Accepted,contractfuel@avfuel.com,800-466-2778,www.avfuel.com,Jet,Due to the dynamic nature of the exemptions granted to many operators  the prices are exclusive of all duties  taxes and fees unless otherwise specified.      All fuelings are assessed a standard $30 CAD/L FBO pass through Hook-Up fee.    After hours arrivals and/or fuelings are subject to a Call Out Fee. (Add where applicable)  ,,
Yes,AB,Edmonton,CYEG,YEG,"Shell Aerocentre - FBO Services Inc. (YEG)",,"1321","99999",4.8717 ,3/10/2026,F,7808901300,,Corporate Configure Accepted,contractfuel@avfuel.com,800-466-2778,www.avfuel.com,Jet,Due to the dynamic nature of the exemptions granted to many operators  the prices are exclusive of all duties  taxes and fees unless otherwise specified.      All fuelings are assessed a standard $30 CAD/L FBO pass through Hook-Up fee.    After hours arrivals and/or fuelings are subject to a Call Out Fee. (Add where applicable)  ,,
No,AB,Fort McMurray,CYMM,YMM,"Executive Flight Centre - YMM",,"1","99999",4.2427 ,3/3/2026,T,7807432250,,Corporate Configure Accepted,contractfuel@avfuel.com,800-466-2778,www.avfuel.com,Jet,Due to the dynamic nature of the exemptions granted to many operators  the prices are exclusive of all duties  taxes and fees unless otherwise specified.,,
Yes,AB,Lethbridge,CYQL,YQL,"Southern Aero Aviation - YQL",,"1","99999",4.5011 ,3/3/2026,F,4033285844,,Corporate Configure Accepted,contractfuel@avfuel.com,800-466-2778,www.avfuel.com,Jet,Due to the dynamic nature of the exemptions granted to many operators  the prices are exclusive of all duties  taxes and fees unless otherwise specified.,,
No,AB,Calgary,CYYC,YYC,"Million Air Calgary",,"1","264",5.2583 ,3/10/2026,T,,www.millionair.com,Corporate Configure Accepted,contractfuel@avfuel.com,800-466-2778,www.avfuel.com,Jet,Due to the dynamic nature of the exemptions granted to many operators  the prices are exclusive of all duties  taxes and fees unless otherwise specified.    Customs clearance on site.,,
No,AB,Calgary,CYYC,YYC,"Million Air Calgary",,"265","528",5.2001 ,3/10/2026,T,,www.millionair.com,Corporate Configure Accepted,contractfuel@avfuel.com,800-466-2778,www.avfuel.com,Jet,Due to the dynamic nature of the exemptions granted to many operators  the prices are exclusive of all duties  taxes and fees unless otherwise specified.    Customs clearance on site.,,
No,AB,Calgary,CYYC,YYC,"Million Air Calgary",,"529","793",5.1419 ,3/10/2026,T,,www.millionair.com,Corporate Configure Accepted,contractfuel@avfuel.com,800-466-2778,www.avfuel.com,Jet,Due to the dynamic nature of the exemptions granted to many operators  the prices are exclusive of all duties  taxes and fees unless otherwise specified.    Customs clearance on site.,,
No,AB,Calgary,CYYC,YYC,"Million Air Calgary",,"794","1057",5.0837 ,3/10/2026,T,,www.millionair.com,Corporate Configure Accepted,contractfuel@avfuel.com,800-466-2778,www.avfuel.com,Jet,Due to the dynamic nature of the exemptions granted to many operators  the prices are exclusive of all duties  taxes and fees unless otherwise specified.    Customs clearance on site.,,
No,AB,Calgary,CYYC,YYC,"Million Air Calgary",,"1058","1585",5.0256 ,3/10/2026,T,,www.millionair.com,Corporate Configure Accepted,contractfuel@avfuel.com,800-466-2778,www.avfuel.com,Jet,Due to the dynamic nature of the exemptions granted to many operators  the prices are exclusive of all duties  taxes and fees unless otherwise specified.    Customs clearance on site.,,
No,AB,Calgary,CYYC,YYC,"Million Air Calgary",,"1586","99999",4.9674 ,3/10/2026,T,,www.millionair.com,Corporate Configure Accepted,contractfuel@avfuel.com,800-466-2778,www.avfuel.com,Jet,Due to the dynamic nature of the exemptions granted to many operators  the prices are exclusive of all duties  taxes and fees unless otherwise specified.    Customs clearance on site.,,
No,AB,Calgary,CYYC,YYC,"Skyservice - YYC",,"1","99999",6.0160 ,3/10/2026,T,4032507726,,Corporate Configure Accepted,contractfuel@avfuel.com,800-466-2778,www.avfuel.com,Jet,Due to the dynamic nature of the exemptions granted to many operators  the prices are exclusive of all duties  taxes and fees unless otherwise specified.,,
No,AG,Aguascalientes,MMAS,AGU,"ASA - AGU",,"1","99999",2.9526 ,3/3/2026,T,,,Corporate Configure Accepted,contractfuel@avfuel.com,800-466-2778,www.avfuel.com,Jet,- Arrangements must be made between Mon - 08:00 and Fri – 17:00 EST  24 hour notice required  - Auths will not be issued on weekends  afterhours or  Mexican Holidays  - Operator must also submit a copy of the aircraft's Airworthiness Certificate to contractfuel@avfuel.com to be sent with the authorization.  - Prices are exclusive of all duties  taxes and fees unless otherwise specified.  - This location requires additional confirmation from ASA  which will be sent in a separate email from Avfuel,,
No,AK,Anchorage,PANC,ANC,"Atlantic Aviation - ANC",,"1","300",9.0201 ,3/10/2026,T,,,Corporate Configure Accepted,contractfuel@avfuel.com,800-466-2778,www.avfuel.com,Jet,,,
No,AK,Anchorage,PANC,ANC,"Atlantic Aviation - ANC",,"301","600",8.6001 ,3/10/2026,T,,,Corporate Configure Accepted,contractfuel@avfuel.com,800-466-2778,www.avfuel.com,Jet,,,
No,AK,Anchorage,PANC,ANC,"Atlantic Aviation - ANC",,"601","900",8.1801 ,3/10/2026,T,,,Corporate Configure Accepted,contractfuel@avfuel.com,800-466-2778,www.avfuel.com,Jet,,,
No,AK,Anchorage,PANC,ANC,"Atlantic Aviation - ANC",,"901","1200",7.7601 ,3/10/2026,T,,,Corporate Configure Accepted,contractfuel@avfuel.com,800-466-2778,www.avfuel.com,Jet,,,
No,AK,Anchorage,PANC,ANC,"Atlantic Aviation - ANC",,"1201","1500",7.3401 ,3/10/2026,T,,,Corporate Configure Accepted,contractfuel@avfuel.com,800-466-2778,www.avfuel.com,Jet,,,
No,AK,Anchorage,PANC,ANC,"Atlantic Aviation - ANC",,"1501","2500",6.9301 ,3/10/2026,T,,,Corporate Configure Accepted,contractfuel@avfuel.com,800-466-2778,www.avfuel.com,Jet,,,
No,AK,Anchorage,PANC,ANC,"Atlantic Aviation - ANC",,"2501","5000",6.6601 ,3/10/2026,T,,,Corporate Configure Accepted,contractfuel@avfuel.com,800-466-2778,www.avfuel.com,Jet,,,
No,AK,Anchorage,PANC,ANC,"Atlantic Aviation - ANC",,"5001","7500",6.4001 ,3/10/2026,T,,,Corporate Configure Accepted,contractfuel@avfuel.com,800-466-2778,www.avfuel.com,Jet,,,
No,AK,Anchorage,PANC,ANC,"Atlantic Aviation - ANC",,"7501","99999",6.1301 ,3/10/2026,T,,,Corporate Configure Accepted,contractfuel@avfuel.com,800-466-2778,www.avfuel.com,Jet,,,
No,AK,Anchorage,PANC,ANC,"Signature - ANC",,"1","500",6.0375 ,3/4/2026,T,,,Corporate Configure Accepted,contractfuel@avfuel.com,800-466-2778,www.avfuel.com,Jet,Prices are subject to change without notice,,
No,AK,Anchorage,PANC,ANC,"Signature - ANC",,"501","1200",5.7875 ,3/4/2026,T,,,Corporate Configure Accepted,contractfuel@avfuel.com,800-466-2778,www.avfuel.com,Jet,Prices are subject to change without notice,,
No,AK,Anchorage,PANC,ANC,"Signature - ANC",,"1201","5000",5.6375 ,3/4/2026,T,,,Corporate Configure Accepted,contractfuel@avfuel.com,800-466-2778,www.avfuel.com,Jet,Prices are subject to change without notice,,
No,AK,Anchorage,PANC,ANC,"Signature - ANC",,"5001","10000",5.5375 ,3/4/2026,T,,,Corporate Configure Accepted,contractfuel@avfuel.com,800-466-2778,www.avfuel.com,Jet,Prices are subject to change without notice,,
No,AK,Anchorage,PANC,ANC,"Signature - ANC",,"10001","99999",5.3875 ,3/4/2026,T,,,Corporate Configure Accepted,contractfuel@avfuel.com,800-466-2778,www.avfuel.com,Jet,Prices are subject to change without notice,,
No,AK,Bethel,PABE,BET,"Crowley",,"1","199",7.7710 ,3/6/2026,T,9075433422,www.crowley.com/what-we-do/alaska-fuel-sales-and-distribution/aviation-fuel,Corporate Configure Accepted,contractfuel@avfuel.com,800-466-2778,www.avfuel.com,Jet,Deliveries on holidays and outside of normal business hours may be subject to a Call out Charge of $175.,,
No,AK,Bethel,PABE,BET,"Crowley",,"200","399",7.7286 ,3/6/2026,T,9075433422,www.crowley.com/what-we-do/alaska-fuel-sales-and-distribution/aviation-fuel,Corporate Configure Accepted,contractfuel@avfuel.com,800-466-2778,www.avfuel.com,Jet,Deliveries on holidays and outside of normal business hours may be subject to a Call out Charge of $175.,,
No,AK,Bethel,PABE,BET,"Crowley",,"400","999",7.6862 ,3/6/2026,T,9075433422,www.crowley.com/what-we-do/alaska-fuel-sales-and-distribution/aviation-fuel,Corporate Configure Accepted,contractfuel@avfuel.com,800-466-2778,www.avfuel.com,Jet,Deliveries on holidays and outside of normal business hours may be subject to a Call out Charge of $175.,,
No,AK,Bethel,PABE,BET,"Crowley",,"1000","2999",7.6226 ,3/6/2026,T,9075433422,www.crowley.com/what-we-do/alaska-fuel-sales-and-distribution/aviation-fuel,Corporate Configure Accepted,contractfuel@avfuel.com,800-466-2778,www.avfuel.com,Jet,Deliveries on holidays and outside of normal business hours may be subject to a Call out Charge of $175.,,
No,AK,Bethel,PABE,BET,"Crowley",,"3000","99999",7.5590 ,3/6/2026,T,9075433422,www.crowley.com/what-we-do/alaska-fuel-sales-and-distribution/aviation-fuel,Corporate Configure Accepted,contractfuel@avfuel.com,800-466-2778,www.avfuel.com,Jet,Deliveries on holidays and outside of normal business hours may be subject to a Call out Charge of $175.,,
No,AK,Kenai,PAEN,ENA,"Crowley",,"1","199",7.4400 ,3/6/2026,T,9072837893,,Corporate Configure Accepted,contractfuel@avfuel.com,800-466-2778,www.avfuel.com,Jet,Deliveries on holidays and outside of normal business hours may be subject to a Call out Charge of $175.,,
No,AK,Kenai,PAEN,ENA,"Crowley",,"200","399",7.4400 ,3/6/2026,T,9072837893,,Corporate Configure Accepted,contractfuel@avfuel.com,800-466-2778,www.avfuel.com,Jet,Deliveries on holidays and outside of normal business hours may be subject to a Call out Charge of $175.,,
No,AK,Kenai,PAEN,ENA,"Crowley",,"400","999",7.3870 ,3/6/2026,T,9072837893,,Corporate Configure Accepted,contractfuel@avfuel.com,800-466-2778,www.avfuel.com,Jet,Deliveries on holidays and outside of normal business hours may be subject to a Call out Charge of $175.,,
No,AK,Kenai,PAEN,ENA,"Crowley",,"1000","2999",7.3340 ,3/6/2026,T,9072837893,,Corporate Configure Accepted,contractfuel@avfuel.com,800-466-2778,www.avfuel.com,Jet,Deliveries on holidays and outside of normal business hours may be subject to a Call out Charge of $175.,,
No,AK,Kenai,PAEN,ENA,"Crowley",,"3000","99999",7.3340 ,3/6/2026,T,9072837893,,Corporate Configure Accepted,contractfuel@avfuel.com,800-466-2778,www.avfuel.com,Jet,Deliveries on holidays and outside of normal business hours may be subject to a Call out Charge of $175.,,
No,AK,Fairbanks,PAFA,FAI,"Atlantic Aviation - FAI",,"1","300",7.3110 ,3/4/2026,T,,,Corporate Configure Accepted,contractfuel@avfuel.com,800-466-2778,www.avfuel.com,Jet,,,
No,AK,Fairbanks,PAFA,FAI,"Atlantic Aviation - FAI",,"301","600",7.1110 ,3/4/2026,T,,,Corporate Configure Accepted,contractfuel@avfuel.com,800-466-2778,www.avfuel.com,Jet,,,
No,AK,Fairbanks,PAFA,FAI,"Atlantic Aviation - FAI",,"601","900",6.9110 ,3/4/2026,T,,,Corporate Configure Accepted,contractfuel@avfuel.com,800-466-2778,www.avfuel.com,Jet,,,
