"Country/State","City","ICAO","Supplier","Gal From","Gal To","Exp Date","Estimated Price","Estimated Taxes","Estimated Total Price","Pre- Arr Req","Notes"
"Canada","CALGARY","CYYC","SKY SERVICE FBO","1","999999999","16-Mar-26","4.69442","0.395619","5.09004",," **Price for fuel item: JETA-ADDITIVE**/1) Minimum Notice Required: NONE 2) Ramps serviced: OWN RAMP/ CAN SERVICE APRONS 4, 9 AND AIRSPRINT HANGARS*** CANNOT SERVICE MAIN TERMINAL****** 3) Additional Information: N/A For more information please contact your local fuel logistics team on fuel24@wfscorp.com"
"Canada","CALGARY","CYYC","SUNWEST AVIATION","1","1585.3","16-Mar-26","4.85734","0.403765","5.26111",,"**Perflight Fees are not included.  HOOK-UP FEE: 33.12233** **Price for fuel item: JETA-ADDITIVE**/1) Minimum Notice Required:None 2) Ramps serviced:CAN FUEL EVERYWHERE, EXCEPT THE OTHER FBO'S RAMPS 3) Additional Information: Hours of Operation: 24/7/Radio Frequency: 136.80 ) There is a 100 CAD no fuel surcharge fee for more information please contact your local fuel logistics team on fuel24@wfscorp.com"
"Canada","CALGARY","CYYC","SUNWEST AVIATION","1585.4","999999999","16-Mar-26","4.65734","0.393765","5.05111",,"**Perflight Fees are not included.  HOOK-UP FEE: 33.12233** **Price for fuel item: JETA-ADDITIVE**/1) Minimum Notice Required:None 2) Ramps serviced:CAN FUEL EVERYWHERE, EXCEPT THE OTHER FBO'S RAMPS 3) Additional Information: Hours of Operation: 24/7/Radio Frequency: 136.80 ) There is a 100 CAD no fuel surcharge fee for more information please contact your local fuel logistics team on fuel24@wfscorp.com"
"Canada","CALGARY","CYYC","SIGNATURE AVIATION FBO CANADA INC","1","999999999","16-Mar-26","5.07454","0.414629","5.48917",," **Price for fuel item: JETA-ADDITIVE**/1) Minimum Notice Required: N/A. 2) Ramps serviced: Own ramp only 3) Additional Information: Unicom: 122.95 For more information please contact your local fuel logistics team on fuel24@wfscorp.com"
"Canada","CALGARY","CYYC","MILLION AIR","1","264","10-Mar-26","5.04575","0.4131895","5.45894",," **Price for fuel item: JET FUEL**/1) Minimum Notice Required: NA 2) Ramps serviced: OWN// can send fuel trucks to other locations on the airfield. However, they do require at least 24 hours of notice as they need to arrange an escort. 3) Additional Information: FOR DOMESTIC FLIGHTS ONLY*** ARINC: 128.90 For more information please contact your local fuel logistics team on fuel24@wfscorp.com"
"Canada","CALGARY","CYYC","MILLION AIR","265","528","10-Mar-26","4.99025","0.4104145","5.40066",," **Price for fuel item: JET FUEL**/1) Minimum Notice Required: NA 2) Ramps serviced: OWN// can send fuel trucks to other locations on the airfield. However, they do require at least 24 hours of notice as they need to arrange an escort. 3) Additional Information: FOR DOMESTIC FLIGHTS ONLY*** ARINC: 128.90 For more information please contact your local fuel logistics team on fuel24@wfscorp.com"
"Canada","CALGARY","CYYC","MILLION AIR","529","793","10-Mar-26","4.93485","0.4076445","5.34249",," **Price for fuel item: JET FUEL**/1) Minimum Notice Required: NA 2) Ramps serviced: OWN// can send fuel trucks to other locations on the airfield. However, they do require at least 24 hours of notice as they need to arrange an escort. 3) Additional Information: FOR DOMESTIC FLIGHTS ONLY*** ARINC: 128.90 For more information please contact your local fuel logistics team on fuel24@wfscorp.com"
"Canada","CALGARY","CYYC","MILLION AIR","794","1057","10-Mar-26","4.87945","0.4048745","5.28432",," **Price for fuel item: JET FUEL**/1) Minimum Notice Required: NA 2) Ramps serviced: OWN// can send fuel trucks to other locations on the airfield. However, they do require at least 24 hours of notice as they need to arrange an escort. 3) Additional Information: FOR DOMESTIC FLIGHTS ONLY*** ARINC: 128.90 For more information please contact your local fuel logistics team on fuel24@wfscorp.com"
"Canada","CALGARY","CYYC","MILLION AIR","1058","1585","10-Mar-26","4.82405","0.4021045","5.22615",," **Price for fuel item: JET FUEL**/1) Minimum Notice Required: NA 2) Ramps serviced: OWN// can send fuel trucks to other locations on the airfield. However, they do require at least 24 hours of notice as they need to arrange an escort. 3) Additional Information: FOR DOMESTIC FLIGHTS ONLY*** ARINC: 128.90 For more information please contact your local fuel logistics team on fuel24@wfscorp.com"
"Canada","CALGARY","CYYC","MILLION AIR","1586","999999999","10-Mar-26","4.76865","0.3993345","5.16798",," **Price for fuel item: JET FUEL**/1) Minimum Notice Required: NA 2) Ramps serviced: OWN// can send fuel trucks to other locations on the airfield. However, they do require at least 24 hours of notice as they need to arrange an escort. 3) Additional Information: FOR DOMESTIC FLIGHTS ONLY*** ARINC: 128.90 For more information please contact your local fuel logistics team on fuel24@wfscorp.com"
"Canada","CALGARY","CYYC","MILLION AIR INTERNATIONAL","1","264","10-Mar-26","5.04575","0.4131895","5.45894",," **Price for fuel item: JET FUEL**/1) Minimum Notice Required: NONE 2) Ramps serviced: OWN// can send fuel trucks to other locations on the airfield. However, they do require at least 24 hours of notice as they need to arrange an escort. 3) Additional Information: FOR INTERNATIONAL FLTS ONLY*** For more information please contact your local fuel logistics team on fuel24@wfscorp.com ."
"Canada","CALGARY","CYYC","MILLION AIR INTERNATIONAL","265","528","10-Mar-26","4.99025","0.4104145","5.40066",," **Price for fuel item: JET FUEL**/1) Minimum Notice Required: NONE 2) Ramps serviced: OWN// can send fuel trucks to other locations on the airfield. However, they do require at least 24 hours of notice as they need to arrange an escort. 3) Additional Information: FOR INTERNATIONAL FLTS ONLY*** For more information please contact your local fuel logistics team on fuel24@wfscorp.com ."
"Canada","CALGARY","CYYC","MILLION AIR INTERNATIONAL","529","793","10-Mar-26","4.93485","0.4076445","5.34249",," **Price for fuel item: JET FUEL**/1) Minimum Notice Required: NONE 2) Ramps serviced: OWN// can send fuel trucks to other locations on the airfield. However, they do require at least 24 hours of notice as they need to arrange an escort. 3) Additional Information: FOR INTERNATIONAL FLTS ONLY*** For more information please contact your local fuel logistics team on fuel24@wfscorp.com ."
"Canada","CALGARY","CYYC","MILLION AIR INTERNATIONAL","794","1057","10-Mar-26","4.87945","0.4048745","5.28432",," **Price for fuel item: JET FUEL**/1) Minimum Notice Required: NONE 2) Ramps serviced: OWN// can send fuel trucks to other locations on the airfield. However, they do require at least 24 hours of notice as they need to arrange an escort. 3) Additional Information: FOR INTERNATIONAL FLTS ONLY*** For more information please contact your local fuel logistics team on fuel24@wfscorp.com ."
"Canada","CALGARY","CYYC","MILLION AIR INTERNATIONAL","1058","1585","10-Mar-26","4.82405","0.4021045","5.22615",," **Price for fuel item: JET FUEL**/1) Minimum Notice Required: NONE 2) Ramps serviced: OWN// can send fuel trucks to other locations on the airfield. However, they do require at least 24 hours of notice as they need to arrange an escort. 3) Additional Information: FOR INTERNATIONAL FLTS ONLY*** For more information please contact your local fuel logistics team on fuel24@wfscorp.com ."
"Canada","CALGARY","CYYC","MILLION AIR INTERNATIONAL","1586","999999999","10-Mar-26","4.76865","0.3993345","5.16798",," **Price for fuel item: JET FUEL**/1) Minimum Notice Required: NONE 2) Ramps serviced: OWN// can send fuel trucks to other locations on the airfield. However, they do require at least 24 hours of notice as they need to arrange an escort. 3) Additional Information: FOR INTERNATIONAL FLTS ONLY*** For more information please contact your local fuel logistics team on fuel24@wfscorp.com ."
"Canada","CALGARY","CYYC","SKY SERVICE FBO","1","999999999","16-Mar-26","4.68049","0.394929","5.07542",," **Price for fuel item: JET FUEL**/1) Minimum Notice Required: NONE 2) Ramps serviced: OWN RAMP/ CAN SERVICE APRONS 4, 9 AND AIRSPRINT HANGARS*** CANNOT SERVICE MAIN TERMINAL****** 3) Additional Information: N/A For more information please contact your local fuel logistics team on fuel24@wfscorp.com"
"Canada","CALGARY","CYYC","EXECUTIVE FLIGHT CENTRE","1","999999999","16-Mar-26","4.32939","0.3773715","4.70676",," **Price for fuel item: JET FUEL**/1) Minimum Notice Required: None 2) Ramps serviced: Can service all ramps** 3) Additional Information: HRS: 24/7 For more information please contact your local fuel logistics team on fuel24@wfscorp.com ."
"Canada","CALGARY","CYYC","SUNWEST AVIATION","1","1585.3","16-Mar-26","4.76234","0.399015","5.16136",,"**Perflight Fees are not included.  HOOK-UP FEE: 33.12233** **Price for fuel item: JET FUEL**/1) Minimum Notice Required:None 2) Ramps serviced:CAN FUEL EVERYWHERE, EXCEPT THE OTHER FBO'S RAMPS 3) Additional Information: Hours of Operation: 24/7/Radio Frequency: 136.80 ) There is a 100 CAD no fuel surcharge fee for more information please contact your local fuel logistics team on fuel24@wfscorp.com"
"Canada","CALGARY","CYYC","SUNWEST AVIATION","1585.4","999999999","16-Mar-26","4.56234","0.389015","4.95136",,"**Perflight Fees are not included.  HOOK-UP FEE: 33.12233** **Price for fuel item: JET FUEL**/1) Minimum Notice Required:None 2) Ramps serviced:CAN FUEL EVERYWHERE, EXCEPT THE OTHER FBO'S RAMPS 3) Additional Information: Hours of Operation: 24/7/Radio Frequency: 136.80 ) There is a 100 CAD no fuel surcharge fee for more information please contact your local fuel logistics team on fuel24@wfscorp.com"
"Canada","CALGARY","CYYC","SIGNATURE AVIATION FBO CANADA INC","1","999999999","16-Mar-26","4.99091","0.4104475","5.40136",," **Price for fuel item: JET FUEL**/1) Minimum Notice Required: N/A. 2) Ramps serviced: Own ramp only 3) Additional Information: Unicom: 122.95 For more information please contact your local fuel logistics team on fuel24@wfscorp.com"
"Canada","SMITHERS","CYYD","AIRCONSOL AVIATION SERVICES ULC","1","999999999","16-Mar-26","6.22807","0.486946","6.71502",," **Price for fuel item: JET FUEL**/1) Minimum Notice Required:None 2) Ramps serviced: Main Ramp 11) Additional Information: After hours service is available, call FBO for pricing. Avgas is available For more information please contact your local fuel logistics team on fuel24@wfscorp.com"
"Canada","SMITHERS","CYYD","AIRCONSOL AVIATION SERVICES ULC","1","999999999","16-Mar-26","6.31129","0.491107","6.8024",," **Price for fuel item: JETA-ADDITIVE**/1) Minimum Notice Required:None 2) Ramps serviced: Main Ramp 11) Additional Information: After hours service is available, call FBO for pricing. Avgas is available For more information please contact your local fuel logistics team on fuel24@wfscorp.com"
"Canada","PENTICTON","CYYF","EXECUTIVE FLIGHT CENTRE","1","999999999","16-Mar-26","5.74107","0.4625925","6.20366",," **Price for fuel item: JET FUEL**/1) Minimum Notice Required: NONE 2) Ramps serviced:EVERYWHERE 3) Additional Information: Prist is available For more information please contact your local fuel logistics team on fuel24@wfscorp.com ."
"Canada","CHARLOTTETOWN","CYYG","MENZIES CANADA LTD","1","999999999","16-Mar-26","5.18983","0.929067","6.1189",,"**Perflight Fees are not included.  INTOPLANE FEE: 36.80259** **Price for fuel item: JETA-ADDITIVE**/**Minimum fee applies at this location** 1) Minimum Notice Required:n/a 2) Ramps serviced:Everywhere on the airfield 3) Additional Information: ITP AGENT** for more information please contact your local fuel logistics team on fuel24@wfscorp.com ."
"Canada","CHARLOTTETOWN","CYYG","MENZIES CANADA LTD","1","999999999","16-Mar-26","5.10673","0.916602","6.02333",,"**Perflight Fees are not included.  INTOPLANE FEE: 36.80259** **Price for fuel item: JET FUEL**/**Minimum fee applies at this location** 1) Minimum Notice Required:n/a 2) Ramps serviced:Everywhere on the airfield 3) Additional Information: ITP AGENT** for more information please contact your local fuel logistics team on fuel24@wfscorp.com ."
"Canada","VICTORIA","CYYJ","SHELL","1","1585.3","16-Mar-26","5.52687","0.451877","5.97875",,"**Perflight Fees are not included.  HOOK-UP FEE: 33.12233** **Price for fuel item: JETA-ADDITIVE**/1) Minimum Notice Required: None 2) Ramps serviced: OWN 3) Additional Information: FUEL SERVICES: 06:00 . - 1800LCL. daily (Operations outside of these hours may be subject to a call-out charge. On-call 24 hours a day, 7 days a week) There is a 100 CAD no fuel surcharge fee For more information please contact your local fuel logistics team on fuel24@wfscorp.com"
"Canada","VICTORIA","CYYJ","SHELL","1585.4","999999999","16-Mar-26","5.32687","0.441877","5.76875",,"**Perflight Fees are not included.  HOOK-UP FEE: 33.12233** **Price for fuel item: JETA-ADDITIVE**/1) Minimum Notice Required: None 2) Ramps serviced: OWN 3) Additional Information: FUEL SERVICES: 06:00 . - 1800LCL. daily (Operations outside of these hours may be subject to a call-out charge. On-call 24 hours a day, 7 days a week) There is a 100 CAD no fuel surcharge fee For more information please contact your local fuel logistics team on fuel24@wfscorp.com"
"Canada","VICTORIA","CYYJ","SHELL","1","1585.3","16-Mar-26","5.43187","0.447127","5.879",,"**Perflight Fees are not included.  HOOK-UP FEE: 33.12233** **Price for fuel item: JET FUEL**/1) Minimum Notice Required: None 2) Ramps serviced: OWN 3) Additional Information: FUEL SERVICES: 06:00 . - 1800LCL. daily (Operations outside of these hours may be subject to a call-out charge. On-call 24 hours a day, 7 days a week) There is a 100 CAD no fuel surcharge fee For more information please contact your local fuel logistics team on fuel24@wfscorp.com"
"Canada","VICTORIA","CYYJ","SHELL","1585.4","999999999","16-Mar-26","5.23187","0.437127","5.669",,"**Perflight Fees are not included.  HOOK-UP FEE: 33.12233** **Price for fuel item: JET FUEL**/1) Minimum Notice Required: None 2) Ramps serviced: OWN 3) Additional Information: FUEL SERVICES: 06:00 . - 1800LCL. daily (Operations outside of these hours may be subject to a call-out charge. On-call 24 hours a day, 7 days a week) There is a 100 CAD no fuel surcharge fee For more information please contact your local fuel logistics team on fuel24@wfscorp.com"
"Canada","VICTORIA","CYYJ","DE HAVILLAND AIRCRAFT OF CANADA LIMITED CAD/LIT","1","999999999","16-Mar-26","4.53589","0.4023355","4.93823",," **Price for fuel item: JET FUEL**/N/A"
"Canada","VICTORIA","CYYJ","DE HAVILLAND AIRCRAFT OF CANADA LIMITED USD/USG","1","999999999","16-Mar-26","4.54461","0.402772","4.94738",," **Price for fuel item: JET FUEL**/N/A"
"Canada","CHURCHILL","CYYQ","CHURCHILL AVIATION FUEL","1","999999999","10-Mar-26","6.01862","0.5115715","6.53019",," **Price for fuel item: JET FUEL**/1) Minimum Notice Required: For after hours fueling 24 hours is preferred** 2) Ramps serviced: Commercial, Cargo, GA Ramps 3) Additional Information: AVGAS AVAILABLE For more information please contact your local fuel logistics team on fuel24@wfscorp.com"
"Canada","GOOSE BAY","CYYR","IRVING AVIATION","1","999999999","16-Mar-26","6.47221","1.179108","7.65132",," **Price for fuel item: JET FUEL**/1) Operating Hours: 24/7 2) Minimum Notice Required: NONE 3) Ramps serviced: OWN RAMP 4) Additional Information: PRIST IS AVAILABLE. For more information please contact your local fuel logistics team on fuel24@wfscorp.com"
"Canada","GOOSE BAY","CYYR","WOODWARD AVIATION SERVICES","1","999999999","16-Mar-26","4.2614","0.8474865","5.10889",," **Price for fuel item: JET FUEL**/1) Operating Hours: 24/7 2) Minimum Notice Required: NONE 3) Ramps serviced:OWN/ Commercial / Military/ Cargo 4) Additional Information: Prist/Avgas Available //UNICOM: 122.9 For more information please contact your local fuel logistics team on fuel24@wfscorp.com"
"Canada","GOOSE BAY","CYYR","IRVING AVIATION","1","999999999","16-Mar-26","6.55221","1.191108","7.74332",," **Price for fuel item: JETA-ADDITIVE**/1) Operating Hours: 24/7 2) Minimum Notice Required: NONE 3) Ramps serviced: OWN RAMP 4) Additional Information: PRIST IS AVAILABLE. For more information please contact your local fuel logistics team on fuel24@wfscorp.com"
"Canada","SAINT JOHN`S","CYYT","ST JOHNS AEROCENTER","1","1585.3","16-Mar-26","6.06924","1.1186655","7.18791",,"**Perflight Fees are not included.  HOOK-UP FEE: 33.12233** **Price for fuel item: JET FUEL**/1) Minimum Notice Required:None 2) Ramps serviced:Own 3) Additional Information: Also known as Pal Aviation Services There is a 100 CAD no fuel surcharge fee For more information please contact your local fuel logistics team on fuel24@wfscorp.com"
"Canada","SAINT JOHN`S","CYYT","ST JOHNS AEROCENTER","1585.4","999999999","16-Mar-26","5.86924","1.0886655","6.95791",,"**Perflight Fees are not included.  HOOK-UP FEE: 33.12233** **Price for fuel item: JET FUEL**/1) Minimum Notice Required:None 2) Ramps serviced:Own 3) Additional Information: Also known as Pal Aviation Services There is a 100 CAD no fuel surcharge fee For more information please contact your local fuel logistics team on fuel24@wfscorp.com"
"Canada","SAINT JOHN`S","CYYT","IRVING AVIATION-MILITARY","1","999999999","16-Mar-26","6.21531","1.140573","7.35588",," **Price for fuel item: JET FUEL**/1) Minimum Notice Required: NONE 2) Ramps serviced:MILITARY RAMP 11) Additional Information:operating 24HRS MILITARY FLIGHTS ONLY For more information please contact your local fuel logistics team on fuel24@wfscorp.com"
"Canada","SAINT JOHN`S","CYYT","IRVING AVIATION","1","999999999","16-Mar-26","5.82331","1.081773","6.90508",," **Price for fuel item: JET FUEL**/1) Minimum Notice Required:N/A 2) Ramps serviced: OWN/ Other ramps on request** 3) Additional Information: For more information please contact your local fuel logistics team on fuel24@wfscorp.com ."
"Canada","SAINT JOHN`S","CYYT","WOODWARD AVIATION SERVICES MILITARY","1","264.17","16-Mar-26","5.55295","1.0412145","6.59416",," **Price for fuel item: JET FUEL**/N/A"
"Canada","SAINT JOHN`S","CYYT","WOODWARD AVIATION SERVICES MILITARY","264.18","528.34","16-Mar-26","5.46932","1.02867","6.49799",," **Price for fuel item: JET FUEL**/N/A"
"Canada","SAINT JOHN`S","CYYT","WOODWARD AVIATION SERVICES MILITARY","528.35","1320.86","16-Mar-26","5.41357","1.0203075","6.43388",," **Price for fuel item: JET FUEL**/N/A"
"Canada","SAINT JOHN`S","CYYT","WOODWARD AVIATION SERVICES MILITARY","1320.87","3170.06","16-Mar-26","5.38569","1.0161255","6.40182",," **Price for fuel item: JET FUEL**/N/A"
"Canada","SAINT JOHN`S","CYYT","WOODWARD AVIATION SERVICES MILITARY","3170.07","6604.3","16-Mar-26","5.32993","1.0077615","6.33769",," **Price for fuel item: JET FUEL**/N/A"
"Canada","SAINT JOHN`S","CYYT","WOODWARD AVIATION SERVICES MILITARY","6604.4","999999999","16-Mar-26","5.27418","0.999399","6.27358",," **Price for fuel item: JET FUEL**/N/A"
"Canada","SAINT JOHN`S","CYYT","WOODWARD AVIATION SERVICES","1","264.17","16-Mar-26","5.24293","0.994716","6.23765",," **Price for fuel item: JET FUEL**/1) Operating Hours: 24/7 2) Minimum Notice Required: NONE 3) Ramps serviced: THEIR OWN RAMP and the MAIN TERMINAL ON REQUEST 4) Additional Information: PRIST IS AVAILABLE For more information please contact your local fuel logistics team on fuel24@wfscorp.com"
"Canada","SAINT JOHN`S","CYYT","WOODWARD AVIATION SERVICES","264.18","528.34","16-Mar-26","5.1593","0.9821715","6.14147",," **Price for fuel item: JET FUEL**/1) Operating Hours: 24/7 2) Minimum Notice Required: NONE 3) Ramps serviced: THEIR OWN RAMP and the MAIN TERMINAL ON REQUEST 4) Additional Information: PRIST IS AVAILABLE For more information please contact your local fuel logistics team on fuel24@wfscorp.com"
"Canada","SAINT JOHN`S","CYYT","WOODWARD AVIATION SERVICES","528.35","1320.86","16-Mar-26","5.10355","0.973809","6.07736",," **Price for fuel item: JET FUEL**/1) Operating Hours: 24/7 2) Minimum Notice Required: NONE 3) Ramps serviced: THEIR OWN RAMP and the MAIN TERMINAL ON REQUEST 4) Additional Information: PRIST IS AVAILABLE For more information please contact your local fuel logistics team on fuel24@wfscorp.com"
"Canada","SAINT JOHN`S","CYYT","WOODWARD AVIATION SERVICES","1320.87","3170.06","16-Mar-26","5.07567","0.969627","6.0453",," **Price for fuel item: JET FUEL**/1) Operating Hours: 24/7 2) Minimum Notice Required: NONE 3) Ramps serviced: THEIR OWN RAMP and the MAIN TERMINAL ON REQUEST 4) Additional Information: PRIST IS AVAILABLE For more information please contact your local fuel logistics team on fuel24@wfscorp.com"
"Canada","SAINT JOHN`S","CYYT","WOODWARD AVIATION SERVICES","3170.07","6604.3","16-Mar-26","5.01991","0.961263","5.98117",," **Price for fuel item: JET FUEL**/1) Operating Hours: 24/7 2) Minimum Notice Required: NONE 3) Ramps serviced: THEIR OWN RAMP and the MAIN TERMINAL ON REQUEST 4) Additional Information: PRIST IS AVAILABLE For more information please contact your local fuel logistics team on fuel24@wfscorp.com"
"Canada","SAINT JOHN`S","CYYT","WOODWARD AVIATION SERVICES","6604.4","999999999","16-Mar-26","4.96416","0.9529005","5.91706",," **Price for fuel item: JET FUEL**/1) Operating Hours: 24/7 2) Minimum Notice Required: NONE 3) Ramps serviced: THEIR OWN RAMP and the MAIN TERMINAL ON REQUEST 4) Additional Information: PRIST IS AVAILABLE For more information please contact your local fuel logistics team on fuel24@wfscorp.com"
"Canada","SAINT JOHN`S","CYYT","ST JOHNS AEROCENTER MILITARY","1","1585.3","16-Mar-26","6.40787","1.1694555","7.57733",,"**Perflight Fees are not included.  HOOK-UP FEE: 33.12233** **Price for fuel item: JET FUEL**/N/A"
"Canada","SAINT JOHN`S","CYYT","ST JOHNS AEROCENTER MILITARY","1585.4","999999999","16-Mar-26","6.20787","1.1394555","7.34733",,"**Perflight Fees are not included.  HOOK-UP FEE: 33.12233** **Price for fuel item: JET FUEL**/N/A"
"Canada","SAINT JOHN`S","CYYT","ST JOHNS AEROCENTER","1","1585.3","16-Mar-26","6.16424","1.1329155","7.29716",,"**Perflight Fees are not included.  HOOK-UP FEE: 33.12233** **Price for fuel item: JETA-ADDITIVE**/1) Minimum Notice Required:None 2) Ramps serviced:Own 3) Additional Information: Also known as Pal Aviation Services There is a 100 CAD no fuel surcharge fee For more information please contact your local fuel logistics team on fuel24@wfscorp.com"
"Canada","SAINT JOHN`S","CYYT","ST JOHNS AEROCENTER","1585.4","999999999","16-Mar-26","5.96424","1.1029155","7.06716",,"**Perflight Fees are not included.  HOOK-UP FEE: 33.12233** **Price for fuel item: JETA-ADDITIVE**/1) Minimum Notice Required:None 2) Ramps serviced:Own 3) Additional Information: Also known as Pal Aviation Services There is a 100 CAD no fuel surcharge fee For more information please contact your local fuel logistics team on fuel24@wfscorp.com"
"Canada","SAINT JOHN`S","CYYT","IRVING AVIATION","1","999999999","16-Mar-26","5.90331","1.093773","6.99708",," **Price for fuel item: JETA-ADDITIVE**/1) Minimum Notice Required:N/A 2) Ramps serviced: OWN/ Other ramps on request** 3) Additional Information: For more information please contact your local fuel logistics team on fuel24@wfscorp.com ."
"Canada","SAINT JOHN`S","CYYT","IRVING AVIATION-MILITARY","1","999999999","16-Mar-26","6.29531","1.152573","7.44788",," **Price for fuel item: JETA-ADDITIVE**/1) Minimum Notice Required: NONE 2) Ramps serviced:MILITARY RAMP 11) Additional Information:operating 24HRS MILITARY FLIGHTS ONLY For more information please contact your local fuel logistics team on fuel24@wfscorp.com"
"Canada","MONT-JOLI","CYYY","AVJET","1","999999999","16-Mar-26","6.3128","1.169593474","7.48239",," **Price for fuel item: JET FUEL**/1) Minimum Notice Required: None 2) Ramps serviced:All 3) Additional Information: Prist and Avgas For more information please contact your local fuel logistics team on fuel24@wfscorp.com"
"Canada","TORONTO","CYYZ","SIGNATURE AVIATION FBO CANADA INC","1","1585.3","16-Mar-26","4.89554","0.9733107","5.86885",,"**Perflight Fees are not included.  HOOK-UP FEE: 33.12233** **Price for fuel item: JETA-ADDITIVE**/1) Minimum Notice Required: None 2) Ramps serviced:OWN RAMP ONLY 3) Additional Information: 24/7, 7 days a week There is a 100 CAD no fuel surcharge fee For more information please contact your local fuel logistics team on fuel24@wfscorp.com"
"Canada","TORONTO","CYYZ","SIGNATURE AVIATION FBO CANADA INC","1585.4","999999999","16-Mar-26","4.69554","0.9473107","5.64285",,"**Perflight Fees are not included.  HOOK-UP FEE: 33.12233** **Price for fuel item: JETA-ADDITIVE**/1) Minimum Notice Required: None 2) Ramps serviced:OWN RAMP ONLY 3) Additional Information: 24/7, 7 days a week There is a 100 CAD no fuel surcharge fee For more information please contact your local fuel logistics team on fuel24@wfscorp.com"
"Canada","TORONTO","CYYZ","SKY SERVICE FBO","1","999999999","16-Mar-26","4.76164","0.9558997","5.71754",," **Price for fuel item: JETA-ADDITIVE**/1) Minimum Notice Required:None 2) Ramps serviced:Cannot fuel on cargo or commercial areas 3) Additional Information: Formerly an ESSO/AVITAT FBO For more information please contact your local fuel logistics team on fuel24@wfscorp.com"
"Canada","TORONTO","CYYZ","SKY SERVICE FBO","1","999999999","16-Mar-26","4.74771","0.9540897","5.7018",," **Price for fuel item: JET FUEL**/1) Minimum Notice Required:None 2) Ramps serviced:Cannot fuel on cargo or commercial areas 3) Additional Information: Formerly an ESSO/AVITAT FBO For more information please contact your local fuel logistics team on fuel24@wfscorp.com"
"Canada","TORONTO","CYYZ","SKYCHARTER LTD DBA EXECAIRE AVIATION","1","264","16-Mar-26","5.9346","1.1083849","7.04298",," **Price for fuel item: JET FUEL**/1) Minimum Notice Required: None 2) Ramps serviced: OWN RAMP. 3) Additional Information: Prist is injected and Avgas available. For more information please contact your local fuel logistics team on fuel24@wfscorp.com"
"Canada","TORONTO","CYYZ","SKYCHARTER LTD DBA EXECAIRE AVIATION","265","528","16-Mar-26","5.8792","1.1011829","6.98038",," **Price for fuel item: JET FUEL**/1) Minimum Notice Required: None 2) Ramps serviced: OWN RAMP. 3) Additional Information: Prist is injected and Avgas available. For more information please contact your local fuel logistics team on fuel24@wfscorp.com"
"Canada","TORONTO","CYYZ","SKYCHARTER LTD DBA EXECAIRE AVIATION","529","793","16-Mar-26","5.7961","1.0903799","6.88648",," **Price for fuel item: JET FUEL**/1) Minimum Notice Required: None 2) Ramps serviced: OWN RAMP. 3) Additional Information: Prist is injected and Avgas available. For more information please contact your local fuel logistics team on fuel24@wfscorp.com"
"Canada","TORONTO","CYYZ","SKYCHARTER LTD DBA EXECAIRE AVIATION","794","999999999","16-Mar-26","5.713","1.0795769","6.79258",," **Price for fuel item: JET FUEL**/1) Minimum Notice Required: None 2) Ramps serviced: OWN RAMP. 3) Additional Information: Prist is injected and Avgas available. For more information please contact your local fuel logistics team on fuel24@wfscorp.com"
"Canada","TORONTO","CYYZ","SIGNATURE AVIATION FBO CANADA INC","1","1585.3","16-Mar-26","4.80054","0.9609607","5.7615",,"**Perflight Fees are not included.  HOOK-UP FEE: 33.12233** **Price for fuel item: JET FUEL**/1) Minimum Notice Required: None 2) Ramps serviced:OWN RAMP ONLY 3) Additional Information: 24/7, 7 days a week There is a 100 CAD no fuel surcharge fee For more information please contact your local fuel logistics team on fuel24@wfscorp.com"
"Canada","TORONTO","CYYZ","SIGNATURE AVIATION FBO CANADA INC","1585.4","999999999","16-Mar-26","4.60054","0.9349607","5.5355",,"**Perflight Fees are not included.  HOOK-UP FEE: 33.12233** **Price for fuel item: JET FUEL**/1) Minimum Notice Required: None 2) Ramps serviced:OWN RAMP ONLY 3) Additional Information: 24/7, 7 days a week There is a 100 CAD no fuel surcharge fee For more information please contact your local fuel logistics team on fuel24@wfscorp.com"
"Canada","YELLOWKNIFE","CYZF","DET'ON CHO LOGISTICS","1","1585.3","16-Mar-26","5.50234","0.4213885","5.92373",,"**Perflight Fees are not included.  HOOK-UP FEE: 33.12233** **Price for fuel item: JET FUEL**/1) Minimum Notice Required: None 2) Ramps serviced:Entire Field 3) Additional Information: Prist and Avgas available There is a 100 CAD no fuel surcharge fee For more information please contact your local fuel logistics team on fuel24@wfscorp.com ."
"Canada","YELLOWKNIFE","CYZF","DET'ON CHO LOGISTICS","1585.4","999999999","16-Mar-26","5.30234","0.4113885","5.71373",,"**Perflight Fees are not included.  HOOK-UP FEE: 33.12233** **Price for fuel item: JET FUEL**/1) Minimum Notice Required: None 2) Ramps serviced:Entire Field 3) Additional Information: Prist and Avgas available There is a 100 CAD no fuel surcharge fee For more information please contact your local fuel logistics team on fuel24@wfscorp.com ."
