"ICAO","IATA","BASE_PRICE","USG_FROM","USG_TO","INTO PLANE FEE","SUPPLIER","EXCISE TAX","VAT","MOT_GAL","AIRPORT FEES","FLIGHT TYPE","TOTAL PRICE USD","EFFECTIVE DATE","EXPIRATION DATE","DISC","NOTES1"
"EKBI","BLL","5.7049","1","99999","","Billund Refuelling - Part 91","","","","","91","5.7049","3/10/2026","3/16/2026","","Part 91 / Executive or Private. Valid: 3/10/2026 - 3/16/2026 Subject to change based on exchange rate fluctuations.  3h Prior notice required. Hook-up fee 500 DKK. Defuelling fee 2750 DKK. No fuel fee 1875 DKK. Extended service fee 140 DKK. Infrastructure fee 190 DKK. Personnel Overtime fee 4375 DKK. Stamp duty of 3 USD/invoice. Jet A is exempted of Excise duty if delivered into plane. If Jet A is subsequently put to private use it is the customer's responsibility to pay the tax to the authorities. Commercial price is valid for cargo."
"EKCH","CPH","5.0616","1","99999","","Shell-Statoil-Total I/S","","","","","135","5.0616","3/10/2026","3/16/2026","","Valid: 3/10/2026 - 3/16/2026 Subject to change based on exchange rate fluctuations.  3h Prior notice required. Can supply anywhere in the airport. Hook-up fee 500 DKK. Defuelling fee 2750 DKK. No fuel fee 1875 DKK. Extended service fee 140 DKK. Infrastructure fee 190 DKK. Stamp duty of 3 USD/invoice. Overtime Fee 1250 DKK. Jet A is exempted of Excise duty if delivered into plane. If Jet A is subsequently put to private use it is the customer's responsibility to pay the tax to the authorities. Additional SAF Fee may be applied."
"EKCH","CPH","6.3271","1","99999","","Shell-Statoil-Total I/S - Part 91","","","","","91","6.3271","3/10/2026","3/16/2026","","Part 91 / Executive or Private. Valid: 3/10/2026 - 3/16/2026 Subject to change based on exchange rate fluctuations.  3h Prior notice required. Can supply anywhere in the airport. Hook-up fee 500 DKK. Defuelling fee 2750 DKK. No fuel fee 1875 DKK. Extended service fee 140 DKK. Infrastructure fee 190 DKK. Stamp duty of 3 USD/invoice. Overtime Fee 1250 DKK. Jet A is exempted of Excise duty if delivered into plane. If Jet A is subsequently put to private use it is the customer's responsibility to pay the tax to the authorities. Additional SAF Fee may be applied."
"EKEB","EBJ","5.3431","1","99999","","Dcc And Shell Aviation Denmark A/S","","","","","135","5.3431","3/10/2026","3/16/2026","","Valid: 3/10/2026 - 3/16/2026 Subject to change based on exchange rate fluctuations.  3h Prior notice required. Defuelling fee 2750 DKK. Infrastructure fee 620 DKK. Stamp duty of 3 USD/invoice. Jet A is exempted of Excise duty if delivered into plane. If Jet A is subsequently put to private use it is the customer's responsibility to pay the tax to the authorities. Additional SAF Fee may be applied."
"EKEB","EBJ","6.6788","1","99999","","Dcc And Shell Aviation Denmark A/S - Part 91","","","","","91","6.6788","3/10/2026","3/16/2026","","Part 91 / Executive or Private. Valid: 3/10/2026 - 3/16/2026 Subject to change based on exchange rate fluctuations.  3h Prior notice required. Defuelling fee 2750 DKK. Infrastructure fee 620 DKK. Stamp duty of 3 USD/invoice. Jet A is exempted of Excise duty if delivered into plane. If Jet A is subsequently put to private use it is the customer's responsibility to pay the tax to the authorities. Additional SAF Fee may be applied."
"EKRK","RKE","4.8441","1","99999","","Dcc and Shell Aviation Denmark A/S","","","","","135","4.8441","3/10/2026","3/16/2026","","Valid: 3/10/2026 - 3/16/2026 Subject to change based on exchange rate fluctuations.  3h Prior notice required. Defuelling fee 2750 DKK. Infrastructure fee 190 DKK. Stamp duty of 3 USD/invoice. Jet A is exempted of Excise duty if delivered into plane. If Jet A is subsequently put to private use it is the customer's responsibility to pay the tax to the authorities. Additional SAF Fee may be applied."
"EKRK","RKE","6.0551","1","99999","","Dcc and Shell Aviation Denmark A/S - Part 91","","","","","91","6.0551","3/10/2026","3/16/2026","","Part 91 / Executive or Private. Valid: 3/10/2026 - 3/16/2026 Subject to change based on exchange rate fluctuations.  3h Prior notice required. Defuelling fee 2750 DKK. Infrastructure fee 190 DKK. Stamp duty of 3 USD/invoice. Jet A is exempted of Excise duty if delivered into plane. If Jet A is subsequently put to private use it is the customer's responsibility to pay the tax to the authorities. Additional SAF Fee may be applied."
"EKSB","SGD","5.5426","1","99999","","Dcc And Shell Aviation Denmark A/S","","","","","135","5.5426","3/10/2026","3/16/2026","","Valid: 3/10/2026 - 3/16/2026 Subject to change based on exchange rate fluctuations.  3h Prior notice required. Defuelling fee 2750 DKK. Infrastructure fee 190 DKK. Stamp duty of 3 USD/invoice. Jet A is exempted of Excise duty if delivered into plane. If Jet A is subsequently put to private use it is the customer's responsibility to pay the tax to the authorities. Additional SAF Fee may be applied."
"EKSB","SGD","6.9284","1","99999","","Dcc And Shell Aviation Denmark A/S - Part 91","","","","","91","6.9284","3/10/2026","3/16/2026","","Part 91 / Executive or Private. Valid: 3/10/2026 - 3/16/2026 Subject to change based on exchange rate fluctuations.  3h Prior notice required. Defuelling fee 2750 DKK. Infrastructure fee 190 DKK. Stamp duty of 3 USD/invoice. Jet A is exempted of Excise duty if delivered into plane. If Jet A is subsequently put to private use it is the customer's responsibility to pay the tax to the authorities. Additional SAF Fee may be applied."
"EKVG","FAE","9.2698","1","99999","","Dcc and Shell Aviation Denmark A/S","","","","","ALL","9.2698","3/10/2026","3/16/2026","","Valid: 3/10/2026 - 3/16/2026  Hook Up fee 500 DKK. Infrastructure fee 190 DKK. Stamp duty of 3 USD/invoice. Jet A is exempted of Excise duty if delivered into plane. If Jet A is subsequently put to private use it is the customer's responsibility to pay the tax to the authorities. Additional SAF Fee may be applied."
"EKYT","AAL","5.3201","1","99999","","Dcc And Shell Aviation Denmark A/S","","","","","135","5.3201","3/10/2026","3/16/2026","","Valid: 3/10/2026 - 3/16/2026 Subject to change based on exchange rate fluctuations.  3h Prior notice required. Hook-up fee 500 DKK. Defuelling fee 2750 DKK. No fuel fee 1875 DKK. Extended service fee 140 DKK. Infrastructure fee 190 DKK. Stamp duty of 3 USD. Jet A is exempted of Excise duty if delivered into plane. If Jet A is subsequently put to private use it is the customer's responsibility to pay the tax to the authorities."
"EKYT","AAL","6.65","1","99999","","Dcc And Shell Aviation Denmark A/S - Part 91","","","","","91","6.65","3/10/2026","3/16/2026","","Part 91 / Executive or Private. Valid: 3/10/2026 - 3/16/2026 Subject to change based on exchange rate fluctuations.  3h Prior notice required. Hook-up fee 500 DKK. Defuelling fee 2750 DKK. No fuel fee 1875 DKK. Extended service fee 140 DKK. Infrastructure fee 190 DKK. Stamp duty of 3 USD. Jet A is exempted of Excise duty if delivered into plane. If Jet A is subsequently put to private use it is the customer's responsibility to pay the tax to the authorities."
"ELLX","LUX","4.6435","1","99999","","LUXFUEL","","","","","135","4.6435","3/10/2026","3/16/2026","D","Valid: 3/10/2026 - 3/16/2026 Subject to change based on exchange rate fluctuations. Subject to change without prior notification.  Valid at LUX Airport Business Aviation Center. Hook up fee 45 USD. MOT exemption possible for private non pleasure flights - registration with local administration required. Overtime fee may apply. Private price is valid for military."
"ELLX","LUX","7.713","1","99999","","LUXFUEL - Part 91","","","","","91","7.713","3/10/2026","3/16/2026","D","Part 91 / Executive or Private. Valid: 3/10/2026 - 3/16/2026 Subject to change based on exchange rate fluctuations. Subject to change without prior notification.  Valid at LUX Airport Business Aviation Center. Hook up fee 45 USD. MOT exemption possible for private non pleasure flights - registration with local administration required. Overtime fee may apply. Private price is valid for military."
"ENBO","BOO","5.0879","1","999999","","Flytanking","","","","","135","5.0879","3/9/2026","3/15/2026","","Valid: 3/9/2026 - 3/15/2026 Subject to change based on exchange rate fluctuations. Vendor small uplift 35 USD for uplift under 55 USG VAT Exemption Form must be filled for VAT exemption. Please contact orderfuel@flyevo.com to get the VAT Exemption Form. VAT 25% charged if destination is not advised. Remote Apron Fee 45 USD/Uplift. No Fuel Fee 65 USD/Uplift. Hook Up Fee 70 USD/Uplift. Call Out Fee: 450 USD/Uplift. Overwing fee 35 USD/Uplift. Overtime fee 130 USD/Hour. Cannot fuel Russian Operators and Russian aircraft registrations. Not valid for flights to Venezuela Myanmar North Korea Sudan Cuba Iran Belarus and Syria. Additional SAF Fee may be applied. Private is valid for Military."
"ENBO","BOO","8.4613","1","999999","","Flytanking - Part 91","","","","","91","8.4613","3/9/2026","3/15/2026","","Part 91 / Executive or Private. Valid: 3/9/2026 - 3/15/2026 Subject to change based on exchange rate fluctuations. Vendor small uplift 35 USD for uplift under 55 USG VAT Exemption Form must be filled for VAT exemption. Please contact orderfuel@flyevo.com to get the VAT Exemption Form. VAT 25% charged if destination is not advised. Remote Apron Fee 45 USD/Uplift. No Fuel Fee 65 USD/Uplift. Hook Up Fee 70 USD/Uplift. Call Out Fee: 450 USD/Uplift. Overwing fee 35 USD/Uplift. Overtime fee 130 USD/Hour. Cannot fuel Russian Operators and Russian aircraft registrations. Not valid for flights to Venezuela Myanmar North Korea Sudan Cuba Iran Belarus and Syria. Additional SAF Fee may be applied. Private is valid for Military."
"ENBR","BGO","4.9967","1","999999","","Flytanking","","","","","135","4.9967","3/9/2026","3/15/2026","","Valid: 3/9/2026 - 3/15/2026 Subject to change based on exchange rate fluctuations. Vendor small uplift 40 USD for uplift under 55 USG VAT Exemption Form must be filled for VAT exemption. Please contact orderfuel@flyevo.com to get the VAT Exemption Form. VAT 25% charged if destination is not advised. Remote Apron Fee 50 USD/Uplift. No Fuel Fee 75 USD/Uplift. Hook Up Fee 70 USD/Uplift. Call-Out Fee 850 USD/Uplift. Overwing fee 35 USD/Uplift. Out of Hours 130 USD/Hour. Cannot fuel Russian Operators and Russian aircraft registrations. Not valid for flights to Venezuela Myanmar North Korea Sudan Cuba Iran Belarus and Syria. Additional SAF Fee may be applied."
"ENBR","BGO","8.3472","1","999999","","Flytanking - Part 91","","","","","91","8.3472","3/9/2026","3/15/2026","","Part 91 / Executive or Private. Valid: 3/9/2026 - 3/15/2026 Subject to change based on exchange rate fluctuations. Vendor small uplift 40 USD for uplift under 55 USG VAT Exemption Form must be filled for VAT exemption. Please contact orderfuel@flyevo.com to get the VAT Exemption Form. VAT 25% charged if destination is not advised. Remote Apron Fee 50 USD/Uplift. No Fuel Fee 75 USD/Uplift. Hook Up Fee 70 USD/Uplift. Call-Out Fee 850 USD/Uplift. Overwing fee 35 USD/Uplift. Out of Hours 130 USD/Hour. Cannot fuel Russian Operators and Russian aircraft registrations. Not valid for flights to Venezuela Myanmar North Korea Sudan Cuba Iran Belarus and Syria. Additional SAF Fee may be applied."
"ENEV","EVE","4.5003","1","999999","","Avinor","","","","","135","4.5003","3/1/2026","3/31/2026","","Valid: 3/1/2026 - 3/31/2026 Subject to change based on exchange rate fluctuations. Subject to change without prior notification. Vendor small uplift 40 USD for uplift under 53 USG VAT Exemption Form must be filled for VAT exemption. Please contact orderfuel@flyevo.com to get the VAT Exemption Form. VAT is charged if destination is not advised. Hookup Fee 15 USD. Overtime Fee 65 USD. Remote Apron Fee 125 USD. Out Of Hours Service Fee 190 USD. No Fuel Fee 125 USD. Overwing Fee 25 USD. Not valid for flights to Venezuela Myanmar North Korea Sudan Cuba Iran Russia Belarus and Syria. Cannot fuel Russian Operators and/or Russian registered Aircraft. Cannot assist RA Operators and RA Aircraft."
"ENEV","EVE","7.7278","1","999999","","Avinor - Part 91","","","","","91","7.7278","3/1/2026","3/31/2026","","Part 91 / Executive or Private. Valid: 3/1/2026 - 3/31/2026 Subject to change based on exchange rate fluctuations. Subject to change without prior notification. Vendor small uplift 40 USD for uplift under 53 USG VAT Exemption Form must be filled for VAT exemption. Please contact orderfuel@flyevo.com to get the VAT Exemption Form. VAT is charged if destination is not advised. Hookup Fee 15 USD. Overtime Fee 65 USD. Remote Apron Fee 125 USD. Out Of Hours Service Fee 190 USD. No Fuel Fee 125 USD. Overwing Fee 25 USD. Not valid for flights to Venezuela Myanmar North Korea Sudan Cuba Iran Russia Belarus and Syria. Cannot fuel Russian Operators and/or Russian registered Aircraft. Cannot assist RA Operators and RA Aircraft."
"ENGM","OSL","4.9481","1","999999","","Gfs","","","","","135","4.9481","3/9/2026","3/15/2026","","Valid: 3/9/2026 - 3/15/2026 Subject to change based on exchange rate fluctuations. Subject to change without prior notification.  VAT Exemption Form must be filled for VAT exemption. Please contact orderfuel@flyevo.com to get the VAT Exemption Form. VAT is charged if destination is not advised. GA/Military Apron Fee RAMP GA 45 USD. HOOKUP FEE 75 USD. Call-Out Fee 320 USD. Overtime fee 140 USD. NO FUEL FEE 60 USD. Out of Hours 320 USD. Overwing Fee 25 USD. Not valid for flights to Venezuela Myanmar North Korea Sudan Cuba Iran Russia Belarus and Syria. Cannot fuel Russian Operators and/or Russian registered Aircraft. Cannot assist RA Operators and RA Aircraft. Private price is valid for Military."
"ENGM","OSL","8.2865","1","999999","","Gfs - Part 91","","","","","91","8.2865","3/9/2026","3/15/2026","","Part 91 / Executive or Private. Valid: 3/9/2026 - 3/15/2026 Subject to change based on exchange rate fluctuations. Subject to change without prior notification.  VAT Exemption Form must be filled for VAT exemption. Please contact orderfuel@flyevo.com to get the VAT Exemption Form. VAT is charged if destination is not advised. GA/Military Apron Fee RAMP GA 45 USD. HOOKUP FEE 75 USD. Call-Out Fee 320 USD. Overtime fee 140 USD. NO FUEL FEE 60 USD. Out of Hours 320 USD. Overwing Fee 25 USD. Not valid for flights to Venezuela Myanmar North Korea Sudan Cuba Iran Russia Belarus and Syria. Cannot fuel Russian Operators and/or Russian registered Aircraft. Cannot assist RA Operators and RA Aircraft. Private price is valid for Military."
"ENTC","TOS","5.0787","1","999999","","Flytanking As","","","","","135","5.0787","3/9/2026","3/15/2026","","Valid: 3/9/2026 - 3/15/2026 Subject to change based on exchange rate fluctuations. Subject to change without prior notification. Vendor small uplift 40 USD for uplift under 55 USG VAT Exemption Form must be filled for VAT exemption. Please contact orderfuel@flyevo.com to get the VAT Exemption Form. Remote Apron Fee 40 USD/Uplift. No Fuel Fee 70 USD/Uplift. Hook Up Fee 58 USD/Uplift. Call-Out Fee 375 USD/Uplift. Overwing fee 30 USD/Uplift. Overtime Fee 130 USD/Hour. Cannot fuel Russian Operators and Russian aircraft registrations. Not valid for flights to Venezuela Myanmar North Korea Sudan Cuba Iran Belarus and Syria. Additional SAF Fee may be applied."
"ENTC","TOS","8.4498","1","999999","","Flytanking As - Part 91","","","","","91","8.4498","3/9/2026","3/15/2026","","Part 91 / Executive or Private. Valid: 3/9/2026 - 3/15/2026 Subject to change based on exchange rate fluctuations. Subject to change without prior notification. Vendor small uplift 40 USD for uplift under 55 USG VAT Exemption Form must be filled for VAT exemption. Please contact orderfuel@flyevo.com to get the VAT Exemption Form. Remote Apron Fee 40 USD/Uplift. No Fuel Fee 70 USD/Uplift. Hook Up Fee 58 USD/Uplift. Call-Out Fee 375 USD/Uplift. Overwing fee 30 USD/Uplift. Overtime Fee 130 USD/Hour. Cannot fuel Russian Operators and Russian aircraft registrations. Not valid for flights to Venezuela Myanmar North Korea Sudan Cuba Iran Belarus and Syria. Additional SAF Fee may be applied."
"ENTO","TRF","5.0778","1","999999","","Flytanking","","","","","135","5.0778","3/9/2026","3/15/2026","","Valid: 3/9/2026 - 3/15/2026 Subject to change based on exchange rate fluctuations. Vendor small uplift 30 USD for uplift under 55 USG Hook Up Fee 80 USD/Uplift. No Fuel Fee 125USD/Uplift. Overwing fee 30 USD/Uplift. Remote Apron Fee 40 USD/Uplift. Call-Out Fee 380 USD/Uplift. Out of Hours 180 USD/hour. Not valid for flights to Venezuela Myanmar North Korea Sudan Cuba Iran and Syria. Cannot fuel Russian Operators and Russian aircraft registrations. Additional SAF Fee may be applied."
"ENTO","TRF","8.4486","1","999999","","Flytanking - Part 91","","","","","91","8.4486","3/9/2026","3/15/2026","","Part 91 / Executive or Private. Valid: 3/9/2026 - 3/15/2026 Subject to change based on exchange rate fluctuations. Vendor small uplift 30 USD for uplift under 55 USG Hook Up Fee 80 USD/Uplift. No Fuel Fee 125USD/Uplift. Overwing fee 30 USD/Uplift. Remote Apron Fee 40 USD/Uplift. Call-Out Fee 380 USD/Uplift. Out of Hours 180 USD/hour. Not valid for flights to Venezuela Myanmar North Korea Sudan Cuba Iran and Syria. Cannot fuel Russian Operators and Russian aircraft registrations. Additional SAF Fee may be applied."
"ENVA","TRD","3.6592","1","99999","","Flytanking","","","","","135","3.6592","3/2/2026","3/8/2026","","Valid: 3/2/2026 - 3/8/2026 Subject to change based on exchange rate fluctuations. Vendor small uplift 35 USD for uplift under 55 USG VAT Exemption Form must be filled for VAT exemption. Please contact orderfuel@flyevo.com to get the VAT Exemption Form. VAT also charged if destination is not advised. Out of hours Fee 700 USD/Uplift. Out Of Hours Surcharge 120 USD/Hour. Hook Up Fee 60 USD. No Fuel Fee 70 USD. Remote Apron Fee 50 USD/Uplift. Overwing fee 25 USD/Uplift. Not valid for flights to Venezuela / Myanmar / North Korea / Sudan / Cuba Iran / Belarus and Syria. Cannot fuel Russian Operators and Russian aircraft registrations. Additional SAF Fee may be applied."
"ENVA","TRD","6.6765","1","99999","","Flytanking - Part 91","","","","","91","6.6765","3/2/2026","3/8/2026","","Part 91 / Executive or Private. Valid: 3/2/2026 - 3/8/2026 Subject to change based on exchange rate fluctuations. Vendor small uplift 35 USD for uplift under 55 USG VAT Exemption Form must be filled for VAT exemption. Please contact orderfuel@flyevo.com to get the VAT Exemption Form. VAT also charged if destination is not advised. Out of hours Fee 700 USD/Uplift. Out Of Hours Surcharge 120 USD/Hour. Hook Up Fee 60 USD. No Fuel Fee 70 USD. Remote Apron Fee 50 USD/Uplift. Overwing fee 25 USD/Uplift. Not valid for flights to Venezuela / Myanmar / North Korea / Sudan / Cuba Iran / Belarus and Syria. Cannot fuel Russian Operators and Russian aircraft registrations. Additional SAF Fee may be applied."
"ENZV","SVG","5.0474","1","999999","","Flytanking","","","","","135","5.0474","3/9/2026","3/15/2026","","Valid: 3/9/2026 - 3/15/2026 Subject to change based on exchange rate fluctuations. Vendor small uplift 40 USD for uplift under 55 USG VAT Exemption Form must be filled for VAT exemption. Please contact orderfuel@flyevo.com to get the VAT Exemption Form. Remote Apron Fee 45 USD/Uplift. No Fuel Fee 75 USD/Uplift. Hook Up Fee 80 USD/Uplift. Call-Out Fee 870 USD/Uplift. Overwing fee 35 USD/Uplift. Overtime Fee 130 USD/Hour. Not valid for flights to Venezuela Myanmar North Korea Sudan Cuba Iran Belarus and Syria. Cannot fuel Russian Operators and Russian aircraft registrations. Additional SAF Fee may be applied. Private price is valid for Military flights."
"ENZV","SVG","8.4106","1","999999","","Flytanking - Part 91","","","","","91","8.4106","3/9/2026","3/15/2026","","Part 91 / Executive or Private. Valid: 3/9/2026 - 3/15/2026 Subject to change based on exchange rate fluctuations. Vendor small uplift 40 USD for uplift under 55 USG VAT Exemption Form must be filled for VAT exemption. Please contact orderfuel@flyevo.com to get the VAT Exemption Form. Remote Apron Fee 45 USD/Uplift. No Fuel Fee 75 USD/Uplift. Hook Up Fee 80 USD/Uplift. Call-Out Fee 870 USD/Uplift. Overwing fee 35 USD/Uplift. Overtime Fee 130 USD/Hour. Not valid for flights to Venezuela Myanmar North Korea Sudan Cuba Iran Belarus and Syria. Cannot fuel Russian Operators and Russian aircraft registrations. Additional SAF Fee may be applied. Private price is valid for Military flights."
"EPBY","BZG","3.1822","1","99999","","Orlen Aviation","","","","","135","3.1822","3/3/2026","3/9/2026","","Valid: 3/3/2026 - 3/9/2026 Subject to change based on exchange rate fluctuations. Vendor small uplift 65 USD for uplift under 265 USG 6 hours Prior Notice required Hook Up Fee 17 USD. Overtime 210 USD/Fueling. Additional SAF Fee may be applied."
"EPBY","BZG","6.1204","1","99999","","Orlen Aviation - Part 91","","","","","91","6.1204","3/3/2026","3/9/2026","","Part 91 / Executive or Private. Valid: 3/3/2026 - 3/9/2026 Subject to change based on exchange rate fluctuations. Vendor small uplift 65 USD for uplift under 265 USG 6 hours Prior Notice required Hook Up Fee 17 USD. Overtime 210 USD/Fueling. Additional SAF Fee may be applied."
"EPGD","GDN","3.0908","1","99999","","Orlen Aviation","","","","","135","3.0908","3/3/2026","3/9/2026","","Valid: 3/3/2026 - 3/9/2026 Subject to change based on exchange rate fluctuations. Vendor small uplift 70 USD for uplift under 265 USG VAT Exemption Form must be filled for VAT exemption. Please contact orderfuel@flyevo.com to get the VAT Exemption Form. Hook up fee 17 USD. Overtime fee 210 USD. Defueling fee 780 USD. Defueling Microbiological tests fee 210 USD/Tank. Additional SAF Fee may be applied. Private price is valid for Military."
"EPGD","GDN","6.0078","1","99999","","Orlen Aviation - Part 91","","","","","91","6.0078","3/3/2026","3/9/2026","","Part 91 / Executive or Private. Valid: 3/3/2026 - 3/9/2026 Subject to change based on exchange rate fluctuations. Vendor small uplift 70 USD for uplift under 265 USG VAT Exemption Form must be filled for VAT exemption. Please contact orderfuel@flyevo.com to get the VAT Exemption Form. Hook up fee 17 USD. Overtime fee 210 USD. Defueling fee 780 USD. Defueling Microbiological tests fee 210 USD/Tank. Additional SAF Fee may be applied. Private price is valid for Military."
"EPKK","KRK","3.1879","1","99999","","Orlen Aviation","","","","","135","3.1879","3/3/2026","3/9/2026","","Valid: 3/3/2026 - 3/9/2026 Subject to change based on exchange rate fluctuations. Vendor small uplift 70 USD for uplift under 265 USG VAT Exemption Form must be filled for VAT exemption. Please contact orderfuel@flyevo.com to get the VAT Exemption Form. Hook up fee 17 USD. Overtime fee 210 USD. Additional SAF Fee may be applied."
"EPKK","KRK","6.1273","1","99999","","Orlen Aviation - Part 91","","","","","91","6.1273","3/3/2026","3/9/2026","","Part 91 / Executive or Private. Valid: 3/3/2026 - 3/9/2026 Subject to change based on exchange rate fluctuations. Vendor small uplift 70 USD for uplift under 265 USG VAT Exemption Form must be filled for VAT exemption. Please contact orderfuel@flyevo.com to get the VAT Exemption Form. Hook up fee 17 USD. Overtime fee 210 USD. Additional SAF Fee may be applied."
"EPKT","KTW","3.2164","1","99999","","Orlen Aviation","","","","","135","3.2164","3/2/2026","3/8/2026","","Valid: 3/2/2026 - 3/8/2026 Subject to change based on exchange rate fluctuations. Vendor small uplift 70 USD for uplift under 265 USG VAT Exemption Form must be filled for VAT exemption. Please contact orderfuel@flyevo.com to get the VAT Exemption Form. Hook up fee 17 USD. Overtime fee 210 USD. Defueling fee 780 USD. Defueling Microbiological tests fee 210 USD/Tank. Additional SAF Fee may be applied."
"EPKT","KTW","6.1067","1","99999","","Orlen Aviation - Part 91","","","","","91","6.1067","3/2/2026","3/8/2026","","Part 91 / Executive or Private. Valid: 3/2/2026 - 3/8/2026 Subject to change based on exchange rate fluctuations. Vendor small uplift 70 USD for uplift under 265 USG VAT Exemption Form must be filled for VAT exemption. Please contact orderfuel@flyevo.com to get the VAT Exemption Form. Hook up fee 17 USD. Overtime fee 210 USD. Defueling fee 780 USD. Defueling Microbiological tests fee 210 USD/Tank. Additional SAF Fee may be applied."
"EPLB","LUZ","7.1892","1","99999","","Air Bp Aramco","","","","","135","7.1892","3/9/2026","3/15/2026","","Valid: 3/9/2026 - 3/15/2026 Subject to change based on exchange rate fluctuations. Subject to change without prior notification. Vendor small uplift 70 USD for uplift under 265 USG Hook Up Fee 10 USD/Uplift. Overtime Fee 175 USD/Uplift. VAT applies unless able to prove 0% VAT based on EC Directive. Operating Hours 06.00 to 22.00 Local Time. Minimum 24 to 48 hrs notice period required for Out of Hours fueling. Not valid for flights to Venezuela Myanmar North Korea Sudan Cuba Iran Belarus and Syria. Cannot fuel Russian Operators and Russian aircraft registrations. Additional SAF Fee may be applied."
"EPLB","LUZ","9.1741","1","99999","","Air Bp Aramco - Part 91","","","","","91","9.1741","3/9/2026","3/15/2026","","Part 91 / Executive or Private. Valid: 3/9/2026 - 3/15/2026 Subject to change based on exchange rate fluctuations. Subject to change without prior notification. Vendor small uplift 70 USD for uplift under 265 USG Hook Up Fee 10 USD/Uplift. Overtime Fee 175 USD/Uplift. VAT applies unless able to prove 0% VAT based on EC Directive. Operating Hours 06.00 to 22.00 Local Time. Minimum 24 to 48 hrs notice period required for Out of Hours fueling. Not valid for flights to Venezuela Myanmar North Korea Sudan Cuba Iran Belarus and Syria. Cannot fuel Russian Operators and Russian aircraft registrations. Additional SAF Fee may be applied."
"EPLL","LCJ","3.0604","1","99999","","Orlen Aviation","","","","","135","3.0604","3/3/2026","3/9/2026","","Valid: 3/3/2026 - 3/9/2026 Subject to change based on exchange rate fluctuations. Vendor small uplift 70 USD for uplift under 265 USG 6 hours Prior Notice Required. VAT Exemption Form must be filled for VAT exemption. Please contact orderfuel@flyevo.com to get the VAT Exemption Form. Hook up fee 17 USD. Overtime fee 210 USD. Additional SAF Fee may be applied."
"EPLL","LCJ","5.9704","1","99999","","Orlen Aviation - Part 91","","","","","91","5.9704","3/3/2026","3/9/2026","","Part 91 / Executive or Private. Valid: 3/3/2026 - 3/9/2026 Subject to change based on exchange rate fluctuations. Vendor small uplift 70 USD for uplift under 265 USG 6 hours Prior Notice Required. VAT Exemption Form must be filled for VAT exemption. Please contact orderfuel@flyevo.com to get the VAT Exemption Form. Hook up fee 17 USD. Overtime fee 210 USD. Additional SAF Fee may be applied."
"EPMO","WMI","3.1107","1","99999","","Orlen Aviation","","","","","135","3.1107","3/3/2026","3/9/2026","","Valid: 3/3/2026 - 3/9/2026 Subject to change based on exchange rate fluctuations. Vendor small uplift 70 USD for uplift under 265 USG VAT Exemption Form must be filled for VAT exemption. Please contact orderfuel@flyevo.com to get the VAT Exemption Form. Hook up fee 17 USD. Overtime fee 210 USD. Defueling fee 435 USD. Defueling Microbiological tests fee 100 USD/Tank. Additional SAF Fee may be applied."
"EPMO","WMI","6.0324","1","99999","","Orlen Aviation - Part 91","","","","","91","6.0324","3/3/2026","3/9/2026","","Part 91 / Executive or Private. Valid: 3/3/2026 - 3/9/2026 Subject to change based on exchange rate fluctuations. Vendor small uplift 70 USD for uplift under 265 USG VAT Exemption Form must be filled for VAT exemption. Please contact orderfuel@flyevo.com to get the VAT Exemption Form. Hook up fee 17 USD. Overtime fee 210 USD. Defueling fee 435 USD. Defueling Microbiological tests fee 100 USD/Tank. Additional SAF Fee may be applied."
"EPPO","POZ","3.2009","1","99999","","Orlen Aviation","","","","","135","3.2009","3/3/2026","3/9/2026","","Valid: 3/3/2026 - 3/9/2026 Subject to change based on exchange rate fluctuations. Subject to change without prior notification. Vendor small uplift 70 USD for uplift under 265 USG VAT Exemption Form must be filled for VAT exemption. Please contact orderfuel@flyevo.com to get the VAT Exemption Form. Hook up fee 17 USD. Overtime fee 210 USD. Defueling fee 430 USD. Defueling Microbiological tests fee 100 USD/Tank. Additional SAF Fee may be applied. Private price will be applicable for Military flight."
"EPPO","POZ","6.1433","1","99999","","Orlen Aviation - Part 91","","","","","91","6.1433","3/3/2026","3/9/2026","","Part 91 / Executive or Private. Valid: 3/3/2026 - 3/9/2026 Subject to change based on exchange rate fluctuations. Subject to change without prior notification. Vendor small uplift 70 USD for uplift under 265 USG VAT Exemption Form must be filled for VAT exemption. Please contact orderfuel@flyevo.com to get the VAT Exemption Form. Hook up fee 17 USD. Overtime fee 210 USD. Defueling fee 430 USD. Defueling Microbiological tests fee 100 USD/Tank. Additional SAF Fee may be applied. Private price will be applicable for Military flight."
"EPRZ","RZE","4.5069","1","99999","","Rzeszow Port Lotniczy","","","","","135","4.5069","3/3/2026","3/9/2026","","Valid: 3/3/2026 - 3/9/2026 Subject to change based on exchange rate fluctuations. Subject to change without prior notification.  Regarding excise tax the crew has to report to the into plane agent during fueling that the flight is commercial and crew signs the document of excise tax exemption. Additional SAF Fee may be applied. Private price is valid for Military and Cargo flights."
