IATA,ICAO,ST/CO,CITY,FUELER,UPDATED,RESTRICTIONS,BASEFUEL,MIN GALLONS,MAX GALLONS,TOTAL PRICE,NOTES,Taxes Included
URO,LFOP,FR,ROUEN,WORLD FUEL SERVICES-,3/3/2026,Corporate,CALL,1,99999,CALL, ,No
XBQ,LFOQ,FR,BLOIS,Aerodrome Blois le Breuil,3/3/2026,Corporate,5.017089,1,99999,10.244738, ,No
TUF,LFOT,FR,TOURS,WORLD FUEL SERVICES,3/3/2026,Corporate,5.054558,1,999999,10.119875,PRICING SUBJECT TO CHANGE AT ANY TIME ,No
CET,LFOU,FR,Cholet,Agglomération du Choletais,3/1/2026,Corporate,4.090963,1,99999,9.133386,PRICE SUBJECT TO CHANGE AT ANYTIME. ,No
LVA,LFOV,FR,LAVAL ENTRAMMES,SKYTANKING / TOTAL ENERGIES AVIATION,3/3/2026,Corporate,4.696647,1,99999,10.233035,*AOC REQUIRED PRIOR TO ARRIVAL. SEND TO DISPATCH@AEGFUELS.COM.* PRICING INCLUSIVE OF ALL TAXES AND FEES KNOWN TO APPLY. ,Yes
ORE,LFOZ,FR,ORLEANS,S.M.A.E.D.A.O.L,3/3/2026,Corporate,4.651320,1,999999,9.578690,"HOOKUP FEE 15 EUR.
MINIMUM UPLIFT FEE LESS THAN 200 LTR 30 EUR. NO FUEL FEE 150 EUR
SAF PREMIUM 1.13 EUR/CM.
24 HOURS NOTICE REQUIRED ",No
LBG,LFPB,FR,PARIS LE BOURGET,SHELL VIA AVITAIR,3/3/2026,Corporate,2.872508,1,99999,7.749340,"500 EUR/HR OVERTIME FEE WHEN APPLICABLE. OPERATING HOUR 0530 TO 2200, SURCHARGE WILL APPLY OUTSIDE OF THESE OPERATING HOURS. HOOK UP FEE 15 EUR. 75 EUR OVERWING SERVICE FEE. SHELL IS ABLE TO FUEL ON DFS(DASSAULT FALCON SERVICE). ",No
LBG,LFPB,FR,PARIS LE BOURGET,SIGNATURE FLIGHT SUPPORT PARIS,3/3/2026,Corporate,4.031324,1,99999,8.834694,"PRICE MAY VARY IF AOC PROVIDED.
HOOK UP FEE: 15 EUR PER OPERATION. ",No
CDG,LFPG,FR,PARIS DE GAULLE,GROUPEMENT PETROLIER AVIATION,3/3/2026,Corporate,2.683055,1,99999,7.534799,"**SHELL WILL REJECT ORDERS WITHOUT 72 HOUR NOTICE. THIS IS REQUIRED FOR ALL FUELLING REQUESTS** PRICING INCLUSIVE OF ALL TAXES AND FEES KNOWN TO APPLY. 55 EURO HOOKUP FEE. 130 EURO OVERTIME FEE/OP FROM 00:00 TO 6:00AM, 100 EURO NO FUEL FEE, AND 10 EURO EXTENDED WING SERVICE FEE WHEN APPLICABLE. 30 EURO LOW UPLIFT FEE FOR < 1000 LTRS.280 EUR/OPS OVERWING SERVICE FEE. ",No
LFP,LFPM,FR,PARIS/MELUN,ELYXAN AVIATION,9/1/2025,Corporate,7.057909,1,999999,12.466596, ,No
TNF,LFPN,FR,TOUSSUS LE NOBLE,SKYTANKING / TOTAL ENERGIES AVIATION,3/3/2026,Corporate,4.702347,1,99999,9.639922,PRICING INCLUSIVE OF ALL TAXES AND FEES KNOWN TO APPLY . 120 EURO NO SERVICE FEE AND 260 EURO NIGHT SERVICE FEE WHEN APPLICABLE ,Yes
ORY,LFPO,FR,PARIS ORLY,SERVICE AVIATION PARIS ORLY,3/3/2026,Corporate,2.709754,1,99999,7.593837,PRICING INCLUSIVE OF ALL TAXES AND FEES KNOWN TO APPLY. 50 EUR HOOK-UP FEE. FUELINGS < 1000 LTRS INCUR 30 EUR FEE. 75 EUR OVERWING SERVICE FEE. AIRPORT IS CLOSED BETWEEN MIDNIGHT AND 6 AM ALL LOCAL TIMES ,No
POX,LFPT,FR,PONTOISE,SKYTANKING / TOTAL ENERGIES AVIATION,3/3/2026,Corporate,5.414896,1,99999,10.494981, ,No
RHE,LFQA,FR,REIMS,EDEIS AEROPORT REIMS,1/16/2026,Corporate,5.071800,1,999999,10.083266,PRICING INCLUSIVE OF ALL TAXES AND FEES KNOWN TO APPLY AND IS SUBJECT TO CHANGE AT ANY TIME. ,No
QYR,LFQB,FR,TROYES BARBEREY,EDEIS AEROPORT TROYES-BARBEREY,3/1/2026,Corporate,6.044347,1,99999,11.250322,PRICING INCLUSIVE OF ALL TAXES AND FEES KNOWN TO APPLY AND IS SUBJECT TO CHANGE AT ANY TIME. ,No
NVS,LFQG,FR,NEVERS,AIR BP AGENCY VIA CCI - GA,3/3/2026,Corporate,5.199680,1,999999,10.236722,"GENERAL AVIATION AND MILITARY FUELINGS. 15 EUR HOOKUP FEE. 30 EUR MINIMUM UPLIFT FEE FOR < 200 LTRS. 150 EUR NO FUE FEE, 1.13 SAF COMPLIANCE PREMIUM FEE MAY APPLY. PRICE EXCLUSIVE OF CURRENT DUTIES, FEES AND TAXES WHCIH MAY BE CHANGED AT ANY TIME IN LINE WITH CHANGES BY AUTHORITIES, ITP OR DEPOT OPERATORS. ",No
QBQ,LFQM,FR,Besançon,Syndicat Mixte de l'aerodrome Besancon la Veze,11/18/2024,Corporate,5.861455,1,99999,10.972509, ,No
LIL,LFQQ,FR,LILLE LESQUIN,SHELL VIA AVITAIR,3/3/2026,Corporate,2.856260,264,26416935,7.891027,PRICING INCLUSIVE OF ALL TAXES AND FEES KNOWN TO APPLY. 40 EUR HOOK-UP FEE. 35 EUR OVERWING SERVICE WHEN APPLICABLE. FUELINGS < 1000 LTRS INCUR 30 EUR FEE. 20 EUR EXTENDED WING SERVICE. 300 EUR per operation if fueling takes place during night hours from 10 pm to 5 am ,No
XCZ,LFQV,FR,CHARLEVILLE,AERODROME DES ARDENNES- CONSEIL DEPARTEMENTAL,1/16/2026,Corporate,5.106655,1,999999,10.352217,PRICING INCLUSIVE OF ALL TAXES AND FEES KNOWN TO APPLY. PRICING SUBJECT TO CHANGE AT ANY TIME. ,No
BES,LFRB,FR,BREST,SHELL VIA AVITAIR,3/3/2026,Corporate,4.532514,264,264171735,9.819984,PRICING INCLUSIVE OF ALL TAXES AND FEES KNOWN TO APPLY. 40 EUR HOOK-UP FEE. 300 EUR/HR OVERTIME FEE WHEN APPLICABLE. NO UPLIFT AND FUELINGS < 1000 LTRS INCUR 30 EUR FEE. ,No
CER,LFRC,FR,CHERBOURG,EDEIS AEROPORT CHERBOURG,3/1/2026,Corporate,5.258529,1,99999,10.307340,PRICING INCLUSIVE OF ALL TAXES AND FEES KNOWN TO APPLY AND IS SUBJECT TO CHANGE AT ANY TIME. ,No
DNR,LFRD,FR,DINARD,AIR BP AGENCY VIA SABENA,3/3/2026,Corporate,4.811320,1,999999,9.779445,"GENERAL AVIATION AND MILITARY FUELINGS. 15 EUR HOOKUP FEE. 30 EUR MINIMUM UPLIFT FEE FOR < 200 LTRS. 150 EUR NO FUEL FEE AND 1.13 EUR SAF COMPLIANCE PREMIUM FEE WHEN APPLICABLE. PRICE EXCLUSIVE OF CURRENT DUTIES, FEES AND TAXES WHICH MAY BE CHANGED AT ANY TIME IN LINE WITH CHANGES BY AUTHORITIES, ITP OR DEPORT OPERATORS. ",No
LBY,LFRE,FR,La Baule,Aerodrome de La Baule,3/1/2026,Corporate,8.535012,1,999999,8.535012, ,No
DOL,LFRG,FR,DEAUVILLE,AIR BP AGENCY VIA CCI - GA,3/3/2026,Corporate,4.445920,1,999999,9.332210,"GENERAL AVIATION AND MILITARY FUELINGS. 15 EUR HOOKUP FEE. 30 EUR MINIMUM UPLIFT FEE FOR < 200 LTRS. 150 EUR NO FUEL FEE AND 1.13 EUR SAF COMPLIANCE PREMIUM FEE WHEN APPLICABLE. PRICE EXCLUSIVE OF CURRENT DUTIES, FEES AND TAXES WHICH MAY BE CHANGED AT ANY TIME IN LINE WITH CHANGES BY AUTHORITIES, ITP OR DEPORT OPERATORS. ",No
LRT,LFRH,FR,LORIENT,EDEIS AEROPORT DE LORIENT,2/5/2026,Corporate,6.386498,1,99999,11.674188,PRICING SUBJECT TO CHANGE AT ANY TIME. ,No
EDM,LFRI,FR,LA ROCHE SUR YON,LA ROCHE-SUR-YON AIRPORT,8/1/2025,Corporate,4.170843,1,99999,9.229243,PRICING INCLUSIVE OF ALL TAXES AND FEES KNOWN TO APPLY AND IS SUBJECT TO CHANGE AT ANY TIME. ,No
CFR,LFRK,FR,CAEN,AIR BP AGENCY VIA CCI - GA,3/3/2026,Corporate,4.481920,1,999999,9.381318,"GENERAL AVIATION AND MILITARY FUELINGS.
PRICING INCLUSIVE OF ALL TAXES AND FEES KNOWN TO APPLY.
15 EUR/LIFT HOOKUP FEE. 30 EUR MINIMUM UPLIFT FEE FOR < 200 LTRS. 150 EUR NO FUEL FEE AND SAF COMPLIANCE PREMIUM FEE OF 1.13 EUR/CBM WHEN APPLICABLE. THIS PRICE IS EXCLUSIVE OF CURRENT DUTIES, FEES AND TAXES WHICH MAY BE CHANGED AT ANY TIME IN LINE WITH CHANGES BY AUTHORITIES, AIRPORT AUTHORITIES, ITP OR DEPOT OPERATIORS. ",No
LME,LFRM,FR,LE MANS ARNAGE,EDEIS AEROPORT LE MANS ARNAGE,3/1/2026,Corporate,6.135554,1,999999,11.359770, ,No
RNS,LFRN,FR,RENNES,SHELL VIA AVITAIR,3/3/2026,Corporate,4.529610,264,26416935,9.447636,PRICING INCLUSIVE OF ALL TAXES AND FEES KNOWN TO APPLY. 40 EUR HOOK-UP FEE. 300 EUR OVERTIME FEE AND 15 EUR EXTENDED WING SERVICE WHEN APPLICABLE. NO UPLIFT AND FUELINGS < 1000 LTRS INCUR 30 EUR FEE.0 EUR OVERWING FEE ,No
LAI,LFRO,FR,LANNION,TOTAL ENERGIES AVIATION,3/3/2026,Corporate,5.960333,1,999999,11.751089, ,No
UIP,LFRQ,FR,QUIMPER,SAS ADC,3/3/2026,Corporate,5.060020,1,99999,10.080379,"THIS PRICE IS EXCLUSIVE OF CURRENT DUTIES, FEES AND TAXES WHICH MAY BE CHANGED AT ANY TIME IN LINE WITH CHANGES BY AUTHORITIES, AIRPORT AUTHORITIES, ITP OR DEPOT OPERATORS.HOOKUP FEE 15 EUR/CM. 
MINIMUM UPLIFT LESS THAN 200 LTS: FEE 30 EUR. NO FUEL FEE 150 EUR ",No
NTE,LFRS,FR,NANTES,SHELL VIA AVITAIR,3/3/2026,Corporate,2.895812,264,26416935,7.891296,PRICING INCLUSIVE OF ALL TAXES AND FEES KNOWN TO APPLY. 42 EUR HOOK-UP FEE. 300 EUR OVERTIME FEE AND 22 EUR EXTENDED WING SERVICE WHEN APPLICABLE. FUELINGS < 1000 LTRS INCUR 30 EUR FEE. OVERWING SERVICE 37 EUR. ,No
SBK,LFRT,FR,SAINT BRIEUC,SKYTANKING / TOTAL ENERGIES AVIATION,3/3/2026,Corporate,4.700967,1,99999,9.638266,PRICING INCLUSIVE OF ALL TAXES AND FEES KNOWN TO APPLY. 120 EURO/UPLIFT NO SERVICE FEE. 260 EURO NIGHT SERVICE FEE WHEN APPLICABLE.NIGHT SERVICE (AHF): 260 EUR/uplift from 23:00 to 06:00 ,Yes
MXN,LFRU,FR,MORLAIX,TOTAL ENERGIES AVIATION,3/3/2026,Corporate,4.634368,1,999999,10.159818, ,No
VNE,LFRV,FR,VANNES,WORLD FUEL SERVICES - SELF SERVE STATION,3/3/2026,Corporate,4.950500,1,999999,10.417022, ,No
SNR,LFRZ,FR,SAINT NAZAIRE MONTOIR,SKYTANKING / TOTAL ENERGIES AVIATION,3/3/2026,Corporate,4.603289,1,99999,9.521052,PRICING INCLUSIVE OF ALL TAXES AND FEES KNOWN TO APPLY. 120 EURO NO FUEL FEE AND 260 EURO NIGHT SERVICE FEE WHEN APPLICABLE FROM 23:00 to 06:00. ,Yes
MLH,LFSB,FR,BASEL,JET AVIATION - INTL (SOUTH),3/1/2026,Corporate,4.491825,1,26416,10.828289,"FRENCH SIDE. PRICING INCLUSIVE OF ALL TAXES AND FEES KNOWN TO APPLY. PRICE MAY VARY DUE TO EXCHANGE RATE FLUCTUATIONS. NO OTHER FUELER ABLE TO ACCESS JET AVTN RAMP. A/C NEEDS TO BE TOWED TO THE MAIN RAMP FOR ANOTHER FUELER TO ASSIST, IF JET AVTN ARE UNABLE TO DO THIS SWISSPORT NEED TO BE CONTACTED FOR ASSISTANCE. 45 CHF HOOKUP FEE. 750 CHF/UPLIFT DEFUELING CHARGE WHEN APPLICABLE. ",No
MLH,LFSB,FR,BASEL,KLINZING,3/1/2026,Corporate,3.075222,1,99999,8.085814,"FRENCH SIDE. PRICING INCLUSIVE OF ALL TAXES AND FEES KNOWN TO APPLY. 58.75 EURO HOOKUP FEE.   ALL PRIVATE FLIGHTS INCUR MOT AND VAT. ICAO FLIGHT PLAN MUST BE FILED CORRECTLY TO QUALIFY FOR EXEMPTION. IN ORDER TO RECEIVE MOT AND CO2 TAX EXEMPTIONS AIRCRAFT MUST BE REFUELED WITHIN 8 HOURS OF DEPARTURE TIME ON THE SAME DAY AS AIRCRAFT ARRIVAL. CANNOT ACCESS THE JET AVIATION RAMP. CAN FUEL AT AMAC AEROSPACE MAINTENANCE FACILITY. ALL AIRCRAFT THAT FUEL >8 HOURS PRIOR TO DEPARTURE OR ON A DAY PRIOR TO DEPARTURE ARE SUBJECT TO INCUR MOT AND CO2. 

Operating hours MLH 05:00 - 00:00 ",No
MLH,LFSB,FR,BASEL,SASCA,3/3/2026,Corporate,2.727252,264,26416935,7.728021,"FRENCH SIDE. PRICING INCLUSIVE OF ALL TAXES AND FEES KNOWN TO APPLY. CAN FUEL ON NON-COMPETITIVE PRIVATE RAMP. 44 EURO HOOKUP FEE. 85 EURO NO SERVICE FEE WHEN APPLICABLE. 100 EUR/KLT DEFUELING CHARGE MIN 1000 EUR WHEN APPLICABLE. CANNOT FUEL AT JET AVIATION MX CENTER. CAN FUEL AT AMAC AEROSPACE AND DASSAULT. 
39 EURO/UPLIFT OVER WING FEE. 285 EUR/UPLIFT AFTER HOURS FEE
NO FUEL (NFF): 120 EUR/uplift ",Yes
DIJ,LFSD,FR,DIJON,EDEIS AEROPORT DE DIJON,3/1/2026,Corporate,6.187455,1,99999,11.422052,PRICING INCLUSIVE OF ALL TAXES AND FEES KNOWN TO APPLY AND IS SUBJECT TO CHANGE AT ANY TIME. ,No
EPL,LFSG,FR,EPINAL,TOTAL ENERGIES AVIATION,3/3/2026,Corporate,4.800425,1,999999,9.757616,PRICING INCLUSIVE OF ALL TAXES AND FEES KNOWN TO APPLY AND IS SUBJECT TO CHANGE AT ANY TIME. ,No
BVE,LFSL,FR,BRIVE-LA-GAILLARDE,AIR BP - GA (DOMESTIC),3/3/2026,Corporate,4.733430,1,999999,9.698648,"GENERAL AND MILITARY FUELINGS. PRICING INCLUSIVE OF ALL TAXES AND FEES KNOWN TO APPLY. 15 EUR HOOKUP FEE. 30 EUR MINIMUM UPLIFT FEE FOR < 200 LTRS. 150 EUR NO FUEL FEE MAY APPLY. SAF COMPLIANCE PREMIUM FEE OF 1.13 EUR/CM MAY APPLY. PRICE EXCLUSIVE OF CURRENT DUTIES, FEES AND TAXES WHICH MAY BE CHANGED AT ANY TIME IN LINE WITH CHANGES BY AUTHORITIES, ITP OR DEPORT OPERATORS. ",No
ENC,LFSN,FR,NANCY ESSEY,AEROPORT DE NANCY ESSEY,3/3/2026,Corporate,4.678347,1,99999,9.611122,PRICING INCLUSIVE OF ALL TAXES AND FEES KNOWN TO APPLY. 120 EURO NO SERVICE FEE AND 260 EURO NIGHT SERVICE FEE WHEN APPLICABLE. ,Yes
SXB,LFST,FR,STRASBOURG,SHELL VIA AVITAIR,3/3/2026,Corporate,4.539354,264,26416935,9.659884,PRICING INCLUSIVE OF ALL TAXES AND FEES KNOWN TO APPLY. 40 EUR HOOK-UP FEE. 300 EUR OVERTIME FEE AND 15 EUR EXTENDED WING SERVICE WHEN APPLICABLE. FUELINGS < 1000 LTRS INCUR 30 EUR FEE. ,No
TLN,LFTH,FR,TOULON HYERES,WORLD FUEL SERVICES,3/3/2026,Corporate,CALL,1,999999,CALL, ,No
TLN,LFTH,FR,TOULON HYERES,WORLD FUEL SERVICES-,3/3/2026,Corporate,CALL,1,99999,CALL,"PRICE IS SUBJECT TO CHANGE AT ANY TIME. ** Verify hours of operations
 ***** AIRPORT OPERATING REDUCED HOURS AS FOLLOWS . ***
Monday 15/01: 8:15 a.m./8:30 p.m. 
Tuesday 16/01: 9:00 a.m./8:30 p.m.
Wednesday 17/01: 9:00 a.m./8:30 p.m. 
Thursday 18/01: 9:00 a.m. to 6:30 p.m. 
Friday 19/01: 9:00 a.m./9:30 p.m. 
Saturday 20/01: 9:00 a.m. to 6:30 p.m. 
Sunday 21/01: 9:00 a.m./9:30 p.m. ",No
FNI,LFTW,FR,NIMES,WORLD FUEL SERVICES,3/3/2026,Corporate,CALL,1,999999,CALL,HOOKUP FEE 62.93399 USD PER FLIGHT ,No
LTT,LFTZ,FR,ST TROPEZ,ST TROPEZ-LA MOLE AIRPORT AUTHORITY,3/1/2026,Corporate,7.219299,1,99999,12.660264,48 HOUR NOTICE REQUIRED FOR WEEKDAY FUELINGS AND 72 HOUR NOTICE FOR WEEKEND FUELINGS. PRICE SUBJECT TO CHANGE WITH EXCHANGE RATE FLUCTUATIONS. ,No
FSP,LFVP,PM,SAINT PIERRE,LOUIS HARDY SAS,11/17/2025,Corporate,4.954156,1,999999,4.954156,SUBJECT TO CHANGE AT ANY TIME. ,Yes
AXD,LGAL,GR,ALEXANDROUPOLIS,PANDAIR HANDLING SERVICES,3/3/2026,Corporate,3.797335,1,99999,7.073981,"COMMERCIAL FLIGHTS EXCISE DUTY AND VAT MAY BE EXEMPT WITH PROPER DOCUMENTATION. COMMERCIAL FLIGHTS ARE ONLY EXEMPT EXCISE AND VAT IF VALID AOC, OPERATORS'S PHYSICAL ADDRESS, HOME-COUNTRY VAT NUMBER, A/C REGISTRATION, OPS SPECS and LEASING AGREEMENT (IF APPLICABLE)  ARE PROVIDED TO DISPATCH@AEGFUELS.COM PRIOR TO AIRCRAFT ARRIVAL.24 HOUR NOTICE REQUIRED. PRICING INCLUSIVE OF ALL TAXES AND FEES KNOWN TO APPLY. UPLIFTS <1500 LTRS INCUR 30 EUR LOW UPLIFT FEE. $80 OVERTIME FEE WHEN APPLICABLE.
HOOK-UP FEE: EUR 30.00 PER OPERATION.

*Approximate fuel quantity to be uplifted MUST be communicated in advance* ",Yes
ATH,LGAV,GR,ATHENS,EKO ABEE,3/3/2026,Corporate,2.639741,1,99999,5.980821,"CAN FUEL ANYWHERE ON THE AIRPORT, INCLUDING SIGNATURE. COMMERCIAL FLIGHTS EXCISE DUTY AND VAT MAY BE EXEMPT WITH PROPER DOCUMENTATION. COMMERCIAL FLIGHTS ARE ONLY EXEMPT EXCISE AND VAT IF VALID AOC, OPERATORS'S PHYSICAL ADDRESS, HOME-COUNTRY VAT NUMBER, A/C REGISTRATION, OPS SPECS and LEASING AGREEMENT (IF APPLICABLE)  ARE PROVIDED TO DISPATCH@AEGFUELS.COM PRIOR TO AIRCRAFT ARRIVAL. LEASING AGREEMENT SHOULD INCLUDE INBOUND AND OUTBOUND LEGS AND OUTBOUND LEG SHOULD HAVE PASSENGERS ON BOARD.IN ADDTION COMPLETION OF REFUELING DECLARATION FORM C. 1028A UPON ARRIVAL IS REQUIRED. VAT APPLIES TO DOMESTIC FLIGHTS. 37.60 EURO ATTENDANCE FEE PER UPLIFT. 48 EURO UNDERWING FEE. 65 EURO/M3 OVERWING REFUELLING FEE. 37.60 EURO NO FUEL FEE WHEN APPLICABLE. 300 EURO PER DEFUEL, 2ND CAR/TRUCK 450 EURO PER DEFUEL AND 65 EUR/M3 DEFUELING FEE. USE OF FUELSTAT KIT(MICROB CHECK)-270EURO PER UNIT.500EUR PER A/C TYPE ANNUAL TRANING TIME FEE. hookup fee 37.6 EUR CAN FUEL ANYWHERE ON THE AIRPORT. OPERATING SCHEDULE: 24HRS (JAN-DEC) ",No
ATH,LGAV,GR,ATHENS,EKO ABEE - PRIVATE,3/3/2026,Corporate,2.639741,1,99999,5.980821,"Private flights only, all applicable taxes will be charged. CAN FUEL ANYWHERE ON THE AIRPORT, INCLUDING SIGNATURE.
37.60 EURO ATTENDANCE FEE PER UPLIFT. 48 EURO UNDERWING FEE. 65 EURO/M3 OVERWING REFUELLING FEE. 37.60 EURO NO FUEL FEE WHEN APPLICABLE. 300 EURO PER DEFUEL,2ND CAR/TRUCK 450 EURO PER DEFUEL AND 65 EUR/M3 DEFUELING FEE. USE OF FUELSTAT KIT(MICROB CHECK)-270EURO PER UNIT.500EUR PER A/C TYPE ANNUAL TRANING TIME FEE. ",No
ATH,LGAV,GR,ATHENS,SIGNATURE AVIATION - OVERWING,3/3/2026,Corporate,3.972432,1,99999,7.201450,"OVERWING FUELINGS ONLY. VAT APPLIES TO DOMESTIC FLIGHTS. 66.96 EURO HOOKUP FEE AND 65 EURO OVERWING FEE APPLY. 60 EURO LOW UPLIFT FEE FOR < 1893 LTRS. ADDITIONAL 74.40 EURO CUSTOMS FEE.54 EURO DISPENSER FEE. 42.30 EURO BROWSER FEE

2025 SAF FEE MAY APPLY ",Yes
ATH,LGAV,GR,ATHENS,SIGNATURE AVIATION - UNDERWING,3/3/2026,Corporate,3.658088,1,99999,6.811664,"COMMERCIAL FLIGHTS EXCISE DUTY AND VAT MAY BE EXEMPT WITH PROPER DOCUMENTATION. COMMERCIAL FLIGHTS ARE ONLY EXEMPT EXCISE AND VAT IF VALID AOC, OPERATORS'S PHYSICAL ADDRESS, HOME-COUNTRY VAT NUMBER, A/C REGISTRATION, OPS SPECS and LEASING AGREEMENT (IF APPLICABLE)  ARE PROVIDED TO DISPATCH@AEGFUELS.COM PRIOR TO AIRCRAFT ARRIVAL.UNDERWING FUELINGS ONLY. VAT APPLIES TO DOMESTIC FLIGHTS. 66.96 EURO HOOKUP FEE. 60 EURO LOW UPLIFT FEE FOR < 1893 LTRS. ADDITIONAL 74.40 EURO CUSTOMS FEE. 54 EURO DISPENSER FEE. 42.30 EURO BROWSER FEE

2025 SAF FEE MAY APPLY ",Yes
VOL,LGBL,GR,VOLOS,EKO ABEE,3/3/2026,Corporate,3.448741,1,99999,6.631118,"COMMERCIAL FLIGHTS EXCISE DUTY AND VAT MAY BE EXEMPT WITH PROPER DOCUMENTATION. COMMERCIAL FLIGHTS ARE ONLY EXEMPT EXCISE AND VAT IF VALID AOC, OPERATORS'S PHYSICAL ADDRESS, HOME-COUNTRY VAT NUMBER, A/C REGISTRATION, OPS SPECS and LEASING AGREEMENT (IF APPLICABLE)  ARE PROVIDED TO DISPATCH@AEGFUELS.COM PRIOR TO AIRCRAFT ARRIVAL. VAT APPLIES TO DOMESTIC FLIGHTS. $80 AFTER HOURS FEE WHEN FUELING OCCURS OUTSIDE OF 0600-2200LCL. 24 HRS NOTICE REQUIRED FOR AFTER HOURS FUELINGS. FUEL REQUESTED THROUGH EKO ABEE FROM NOV-MARCH REQUIRES 1 WEEK PRIOR NOTICE AND INCURS 380 EURO/DAY ATTENDANCE FEE AND 150 EURO HOOKUP FEE. BOTH ARE CHARGED REGARDLESS OF FUEL UPLIFT. OPERATING HOURS: 0600-2200 (JAN-DEC). ",Yes
JKH,LGHI,GR,CHIOS,EKO ABEE,3/3/2026,Corporate,4.052741,1,99999,7.380078,"VAT APPLIES TO DOMESTIC FLIGHTS. COMMERCIAL FLIGHTS EXCISE DUTY AND VAT MAY BE EXEMPT WITH PROPER DOCUMENTATION. COMMERCIAL FLIGHTS ARE ONLY EXEMPT EXCISE AND VAT IF VALID AOC, OPERATORS'S PHYSICAL ADDRESS, HOME-COUNTRY VAT NUMBER, A/C REGISTRATION, OPS SPECS and LEASING AGREEMENT (IF APPLICABLE)  ARE PROVIDED TO DISPATCH@AEGFUELS.COM PRIOR TO AIRCRAFT ARRIVAL. IN ADDTION COMPLETION OF REFUELING DECLARATION FORM C. 1028A UPON ARRIVAL IS REQUIRED. $80 AFTER HOURS FEE WHEN FUELING OCCURS OUTSIDE OF 0600-2200LCL. 24 HRS NOTICE REQUIRED FOR AFTER HOURS FUELINGS. 0600-2200 (APR-OCT) & 0600-1400 (NOV-MAR). REDUCED SCHEDULE BETWEEN NOVEMBER AND MARCH. TWO WORKING DAYS PRIOR NOTICE REQUIRED OUTSIDE THE ANNOUNCED OPERATIONG SCHEDULE PLUS ATTENDANCE FEE OF 380 EUR PER DAY AND HOOKUP FEE OF 150 EUR. THE ATTENDANCE FEE OF 380 EUR PER DAY WILL BE CHARGED WHETER OR NOT ACTUAL ARRIVAL OF AIRCRAFT AND /OR DELIVERY TAKES PLACE.PRICE VALID AT SIGNATURE FLIGHT SUPPORT ",Yes
JKH,LGHI,GR,CHIOS,EKO ABEE - PRIVATE,3/3/2026,Corporate,4.052741,1,99999,7.380078,"Private flights only, all applicable taxes will be charged. ",No
IOA,LGIO,GR,LOANNINA,EKO ABEE,3/3/2026,Corporate,3.405601,1,99999,6.577625,"COMMERCIAL FLIGHTS EXCISE DUTY AND VAT MAY BE EXEMPT WITH PROPER DOCUMENTATION. COMMERCIAL FLIGHTS ARE ONLY EXEMPT EXCISE AND VAT IF VALID AOC, OPERATORS'S PHYSICAL ADDRESS, HOME-COUNTRY VAT NUMBER, A/C REGISTRATION, OPS SPECS and LEASING AGREEMENT (IF APPLICABLE)  ARE PROVIDED TO DISPATCH@AEGFUELS.COM PRIOR TO AIRCRAFT ARRIVAL. IN ADDTION COMPLETION OF REFUELING DECLARATION FORM C. 1028A UPON ARRIVAL IS REQUIRED. VAT APPLIES TO DOMESTIC FLIGHTS. NIGHT TIME $80 AFTER HOURS FEE APPLIES WHETHER OR NOT ACTUAL FUELLING IS PERFORMED.  24 HRS NOTICE REQUIRED FOR AFTER HOURS FUELINGS. OPERATING HOURS: 0900-1700 (APR-OCT) EVERY SUNDAY 0900-1700 (NOV-MAR). REDUCED SCHEDULE BETWEEN NOVEMBER AND MARCH. TWO WORKING DAYS PRIOR NOTICE REQUIRED OUTSIDE THE ANNOUNCED OPERATIONG SCHEDULE PLUS ATTENDANCE FEE OF 380 EUR PER DAY AND HOOKUP FEE OF 150 EUR. THE ATTENDANCE FEE OF 380 EUR PER DAY WILL BE CHARGED WHETER OR NOT ACTUAL ARRIVAL OF AIRCRAFT AND /OR DELIVERY TAKES PLACE. ",Yes
IOA,LGIO,GR,LOANNINA,EKO ABEE - PRIVATE,3/3/2026,Corporate,3.405601,1,99999,6.577625,"Private flights only, all applicable taxes will be charged. ",No
HER,LGIR,GR,HERAKLION,EKO ABEE,3/3/2026,Corporate,2.882301,1,999999,6.168122,"COMMERCIAL FLIGHTS EXCISE DUTY AND VAT MAY BE EXEMPT WITH PROPER DOCUMENTATION. COMMERCIAL FLIGHTS ARE ONLY EXEMPT EXCISE AND VAT IF VALID AOC, OPERATORS'S PHYSICAL ADDRESS, HOME-COUNTRY VAT NUMBER, A/C REGISTRATION, OPS SPECS and LEASING AGREEMENT (IF APPLICABLE)  ARE PROVIDED TO DISPATCH@AEGFUELS.COM PRIOR TO AIRCRAFT ARRIVAL. IN ADDTION COMPLETION OF REFUELING DECLARATION FORM C. 1028A UPON ARRIVAL IS REQUIRED.VAT APPLIES TO DOMESTIC FLIGHTS. OPERATING SCHEDULE: 24HRS (APRIL-OCT). 0600-2200 (NOV-MAR). 24HR PRIOR NOTICE IS REQUIRED. ",Yes
HER,LGIR,GR,HERAKLION,EKO ABEE - PRIVATE,3/3/2026,Corporate,2.876634,1,99999,6.161095,"Private flights only, all applicable taxes will be charged. ",No
