Auto.,STATE,CITY,ICAO,IATA,Fixed Base Operator,,FROM,TO,PRICE,EFF DATE,PREAUTH,FBO FAX,FBO WEBSITE,AGENT FOT,AVFUEL CONTACT INFO,AVFUEL CF PHONE,AVFUEL WEBSITE,PRODUCT,NOTES,SUB-ACCOUNT,TAIL NUMBER
Yes,,Baden-Baden,EDSB,FKB,"Air BP Agency - FKB",,"1","99999",6.7946 ,3/1/2026,F,+49 7229 662568,,Corporate Configure Accepted,contractfuel@avfuel.com,800-466-2778,www.avfuel.com,Jet,Prices are exclusive of all duties  taxes and fees unless otherwise specified.    This airport has been identified as in-scope for ReFuelEU  the cost associated with mandate compliance will be invoiced and is subject to change.,,
Yes,,Florianopolis,SBFL,FLN,"Shell / Raizen - FLN (Int'l)",,"1","99999",3.1443 ,3/1/2026,F,,,Corporate Configure Accepted,contractfuel@avfuel.com,800-466-2778,www.avfuel.com,Jet,Prices are exclusive of all duties  taxes and fees unless otherwise specified.     International flights only.      Non-Brazilian registrations / tails only.,,
No,,Florence,LIRQ,FLR,"Carboil / Q8 - FLR",,"1","99999",2.8939 ,3/1/2026,T,,,Corporate Configure Accepted,contractfuel@avfuel.com,800-466-2778,www.avfuel.com,Jet,Prices are exclusive of all duties  taxes and fees unless otherwise specified.    This airport has been identified as in-scope for ReFuelEU  the cost associated with mandate compliance will be invoiced and is subject to change.  ,,
Yes,,Memmingen,EDJA,FMM,"Air BP - FMM",,"1","99999",6.4098 ,3/1/2026,F,+498331984 200 604,,Corporate Configure Accepted,contractfuel@avfuel.com,800-466-2778,www.avfuel.com,Jet,Prices are exclusive of all duties  taxes and fees unless otherwise specified.    This airport has been identified as in-scope for ReFuelEU  the cost associated with mandate compliance will be invoiced and is subject to change.,,
Yes,,Funchal,LPMA,FNC,"Galp - FNC",,"1","99999",3.0085 ,3/1/2026,F,+351 291 524 833,,Corporate Configure Accepted,contractfuel@avfuel.com,800-466-2778,www.avfuel.com,Jet,Prices are exclusive of all duties  taxes and fees unless otherwise specified.    This airport has been identified as in-scope for ReFuelEU  the cost associated with mandate compliance will be invoiced.  ,,
Yes,,Fortaleza,SBFZ,FOR,"Shell / Raizen - FOR (Int'l)",,"1","99999",3.0120 ,3/1/2026,F,+55 85 3477-7801,,Corporate Configure Accepted,contractfuel@avfuel.com,800-466-2778,www.avfuel.com,Jet,Prices are exclusive of all duties  taxes and fees unless otherwise specified.     International flights only.      Non-Brazilian registrations / tails only,,
Yes,,Frankfurt,EDDF,FRA,"German Fuel Serivce - FRA",,"1","99999",2.8687 ,3/1/2026,F,+49 69 6380 9626,,Corporate Configure Accepted,contractfuel@avfuel.com,800-466-2778,www.avfuel.com,Jet,Price applies for fuel from German Fuel Serivce's truck.     Prices are exclusive of all duties  taxes and fees unless otherwise specified.    This airport has been identified as in-scope for ReFuelEU  the cost associated with mandate compliance will be invoiced and is subject to change.,,
No,,Flori,LIPK,FRL,"Carboil / Aloa - FRL",,"1","99999",3.3861 ,3/3/2026,T,,,Corporate Configure Accepted,contractfuel@avfuel.com,800-466-2778,www.avfuel.com,Jet,Prices are exclusive of all duties  taxes and fees unless otherwise specified.  VAT to be applied to all flights.  NO FUEL FEE will be billed for no notification of cancellation before into-plane arrival  or at least 12-hour notice for after-hours requests.,,
Yes,,Figari,LFKF,FSC,"CCI Ajaccio-Sartene - FSC",,"1","99999",4.5383 ,3/3/2026,F,,,Corporate Configure Accepted,contractfuel@avfuel.com,800-466-2778,www.avfuel.com,Jet,Prices are exclusive of all duties  taxes and fees unless otherwise specified.    TIC (excise duty) will be charged unless a photocopy of the AOC is left with the into plane agent at the airport.    This airport has been identified as in-scope for ReFuelEU  the cost associated with mandate compliance will be invoiced and is subject to change.,,
No,,Fuerteventura,GCFV,FUE,"CMD / Cepsa - FUE",,"1","99999",3.0608 ,3/1/2026,T,,,Corporate Configure Accepted,contractfuel@avfuel.com,800-466-2778,www.avfuel.com,Jet,Prices are exclusive of all duties  taxes and fees unless otherwise specified.     48 Hour prior notice required  ,,
No,,Addu City,VRMG,GAN,"Flight Support Maldives - GAN",,"1","99999",6.2131 ,3/1/2026,T,+960 779 6776,,Corporate Configure Accepted,contractfuel@avfuel.com,800-466-2778,www.avfuel.com,Jet,Prices are exclusive of all duties  taxes and fees unless otherwise specified.    You must include the estimated volume on each order.    GST 8% will be added for domestic operations,,
Yes,,Gaborone,FBSK,GBE,"Puma Energy - GBE",,"1","99999",4.1024 ,3/1/2026,F,+267 3900176,,Corporate Configure Accepted,contractfuel@avfuel.com,800-466-2778,www.avfuel.com,Jet,Prices are exclusive of all duties  taxes and fees unless otherwise specified.    Uplift date falling on Monday to Friday – Request must be sent 24 hours prior to the fueling date  Uplift date falling on Saturday and Sunday – Request must be sent 48 hours prior to the fueling date,,
No,,Grand Cayman,MWCR,GCM,"Air Agencies Ltd - GCM",,"1","99999",4.8605 ,2/1/2026,T,,,Corporate Configure Accepted,contractfuel@avfuel.com,800-466-2778,www.avfuel.com,Jet,Prices are exclusive of all duties  taxes and fees unless otherwise specified.      Overtime is a per hour charge,,
No,,Grand Cayman,MWCR,GCM,"Atlantic Aviation GCM",,"1","300",6.9500 ,3/1/2026,T,,,Corporate Configure Accepted,contractfuel@avfuel.com,800-466-2778,www.avfuel.com,Jet,Prices are exclusive of all duties  taxes and fees.,,
No,,Grand Cayman,MWCR,GCM,"Atlantic Aviation GCM",,"301","600",6.6600 ,3/1/2026,T,,,Corporate Configure Accepted,contractfuel@avfuel.com,800-466-2778,www.avfuel.com,Jet,Prices are exclusive of all duties  taxes and fees.,,
No,,Grand Cayman,MWCR,GCM,"Atlantic Aviation GCM",,"601","900",6.3700 ,3/1/2026,T,,,Corporate Configure Accepted,contractfuel@avfuel.com,800-466-2778,www.avfuel.com,Jet,Prices are exclusive of all duties  taxes and fees.,,
No,,Grand Cayman,MWCR,GCM,"Atlantic Aviation GCM",,"901","99999",6.0800 ,3/1/2026,T,,,Corporate Configure Accepted,contractfuel@avfuel.com,800-466-2778,www.avfuel.com,Jet,Prices are exclusive of all duties  taxes and fees.,,
No,,Guadalajara,MMGL,GDL,"ASA - GDL (Truck)",,"1","99999",2.7715 ,3/3/2026,T,,,Corporate Configure Accepted,contractfuel@avfuel.com,800-466-2778,www.avfuel.com,Jet,- Not available on the Aerotron ramp  - Arrangements must be made between Mon - 08:00 and Fri – 17:00 EST  24 hour notice required  - Auths will not be issued on weekends  afterhours or  Mexican Holidays  - Operator must also submit a copy of the aircraft's Airworthiness Certificate to contractfuel@avfuel.com to be sent with the authorization.  - Prices are exclusive of all duties  taxes and fees unless otherwise specified.  - This location requires additional confirmation,,
No,,Georgetown,SYCJ,GEO,"GK Logistics - GEO",,"1","99999",3.4680 ,3/1/2026,T,,,Corporate Configure Accepted,contractfuel@avfuel.com,800-466-2778,www.avfuel.com,Jet,Price is all inclusive for Jet,,
No,,Exuma,MYEF,GGT,"Odyssey Aviation - GGT",,"1","800",7.6731 ,3/5/2026,T,,,Corporate Configure Accepted,contractfuel@avfuel.com,800-466-2778,www.avfuel.com,Jet,Ramp Fees additional. Call for a quote over 5000 gallons    VAT of 10% applicable to all flights.      Price is subject to change at any time,,
No,,Exuma,MYEF,GGT,"Odyssey Aviation - GGT",,"801","1500",7.6181 ,3/5/2026,T,,,Corporate Configure Accepted,contractfuel@avfuel.com,800-466-2778,www.avfuel.com,Jet,Ramp Fees additional. Call for a quote over 5000 gallons    VAT of 10% applicable to all flights.      Price is subject to change at any time,,
No,,Exuma,MYEF,GGT,"Odyssey Aviation - GGT",,"1501","3000",7.5631 ,3/5/2026,T,,,Corporate Configure Accepted,contractfuel@avfuel.com,800-466-2778,www.avfuel.com,Jet,Ramp Fees additional. Call for a quote over 5000 gallons    VAT of 10% applicable to all flights.      Price is subject to change at any time,,
No,,Exuma,MYEF,GGT,"Odyssey Aviation - GGT",,"3001","99999",7.5081 ,3/5/2026,T,,,Corporate Configure Accepted,contractfuel@avfuel.com,800-466-2778,www.avfuel.com,Jet,Ramp Fees additional. Call for a quote over 5000 gallons    VAT of 10% applicable to all flights.      Price is subject to change at any time,,
No,,Eleuthera,MYEM,GHB,"Earco Elite - GHB",,"1","99999",8.2805 ,3/7/2026,T,,,Corporate Configure Accepted,contractfuel@avfuel.com,800-466-2778,www.avfuel.com,Jet,Price is subject to change at any time.  Prices are exclusive of all duties  taxes and fees unless otherwise specified.,,
Yes,,Rio de Janerio,SBGL,GIG,"Shell / Raizen - GIG (Int'l)",,"1","99999",2.8941 ,3/1/2026,F,+ 55 21 3398-5579,,Corporate Configure Accepted,contractfuel@avfuel.com,800-466-2778,www.avfuel.com,Jet,Prices are exclusive of all duties  taxes and fees unless otherwise specified.     International flights only.      Non-Brazilian registrations / tails only.,,
Yes,,Glasgow,EGPF,GLA,"Shell Aviation - GLA",,"1","99999",2.9008 ,3/3/2026,F,,,Corporate Configure Accepted,contractfuel@avfuel.com,800-466-2778,www.avfuel.com,Jet,Prices are exclusive of all duties  taxes and fees unless otherwise specified.    Due to the implementation of the UK SAF Mandate the cost associated with mandate compliance will be invoiced and is subject to change at any time.,,
Yes,,Glasgow,EGPF,GLA,"Signature Flight Support",,"1","99999",4.1641 ,3/3/2026,F,+44.1.887.9099,http://www.signatureflight.com/Locations/Pages/fbo.aspx?Loc=GLA,Corporate Configure Accepted,contractfuel@avfuel.com,800-466-2778,www.avfuel.com,Jet,Prices are exclusive of all duties  taxes and fees unless otherwise specified.    Due to the implementation of the UK SAF Mandate the cost associated with mandate compliance will be invoiced and is subject to change at any time.,,
No,,Gloucestershire,EGBJ,GLO,"Flightpartner Operations - GLO",,"1","99999",4.6600 ,3/1/2026,T,+44 1452-856333,,Corporate Configure Accepted,contractfuel@avfuel.com,800-466-2778,www.avfuel.com,Jet,Prices are exclusive of all duties  taxes and fees unless otherwise specified.    Due to the implementation of the UK SAF Mandate  the cost associated with mandate compliance will be invoiced and is subject to change at any time.,,
No,,Seoul,RKSS,GMP,"Caltex / ENOC - GMP",,"1","99999",2.5462 ,3/1/2026,T,,,Corporate Configure Accepted,contractfuel@avfuel.com,800-466-2778,www.avfuel.com,Jet,Prices are exclusive of all duties  taxes and fees unless otherwise specified.,,
Yes,,St. George's,TGPY,GND,"IAM Jet Centre - GND",,"1","99999",6.5315 ,2/26/2026,F,,,Corporate Configure Accepted,contractfuel@avfuel.com,800-466-2778,www.avfuel.com,Jet,Prices are exclusive of all duties  taxes and fees unless otherwise specified.,,
Yes,,St. Georges,TGPY,GND,"Rubis - GND",,"1","99999",6.0113 ,2/26/2026,F,,,Corporate Configure Accepted,contractfuel@avfuel.com,800-466-2778,www.avfuel.com,Jet,Prices are exclusive of all duties  taxes and fees unless otherwise specified.,,
No,,Genova,LIMJ,GOA,"Aloa - GOA",,"1","99999",3.1191 ,3/1/2026,T,,,Corporate Configure Accepted,contractfuel@avfuel.com,800-466-2778,www.avfuel.com,Jet,Prices are exclusive of all duties  taxes and fees unless otherwise specified.  This airport has been identified as in-scope for ReFuelEU  the cost associated with mandate compliance will be invoiced and is subject to change.  VAT to be applied to all flights.  NO FUEL FEE will be billed for no notification of cancellation before into-plane arrival  or at least 12-hour notice for after-hours requests.,,
No,,Goteborg,ESGG,GOT,"GFC - GOT",,"1","99999",3.2311 ,3/2/2026,T,,,Corporate Configure Accepted,contractfuel@avfuel.com,800-466-2778,www.avfuel.com,Jet,Prices are exclusive of all duties  taxes and fees unless otherwise specified.    This airport has been identified as in-scope for ReFuelEU  the cost associated with mandate compliance will be invoiced and is subject to change.,,
Yes,,Garoua,FKKR,GOU,"TotalEnergies - GOU (Int'l)",,"1","99999",8.6794 ,3/1/2026,F,2372271503,,Corporate Configure Accepted,contractfuel@avfuel.com,800-466-2778,www.avfuel.com,Jet,Prices are exclusive of all duties  taxes and fees unless otherwise specified.,,
Yes,,Girona,LEGE,GRO,"Exolum / Cepsa - GRO",,"1","99999",2.8246 ,3/1/2026,F,,,Corporate Configure Accepted,contractfuel@avfuel.com,800-466-2778,www.avfuel.com,Jet,Prices are exclusive of all duties  taxes and fees unless otherwise specified.     36 Hour prior notice required    This airport has been identified as in-scope for ReFuelEU  the cost associated with mandate compliance will be invoiced.,,
Yes,,Grosseto,LIRS,GRS,"Total / Nautilus - GRS",,"1","99999",4.8364 ,3/3/2026,F,,,Corporate Configure Accepted,contractfuel@avfuel.com,800-466-2778,www.avfuel.com,Jet,Prices are exclusive of all duties  taxes and fees unless otherwise specified.    Request needs to be made at least 48h prior the flight       ,,
Yes,,Sao Paulo,SBGR,GRU,"Shell / Raizen - GRU (Int'l)",,"1","99999",2.9214 ,3/1/2026,F,+55 11 2445-5739,,Corporate Configure Accepted,contractfuel@avfuel.com,800-466-2778,www.avfuel.com,Jet,Prices are exclusive of all duties  taxes and fees unless otherwise specified.     International flights only.      Non-Brazilian registrations / tails only.,,
No,,Granada,LEGR,GRX,"MITRAS - GRX",,"1","99999",3.0046 ,3/1/2026,T,,,Corporate Configure Accepted,contractfuel@avfuel.com,800-466-2778,www.avfuel.com,Jet,Prices are exclusive of all duties  taxes and fees unless otherwise specified.     48 Hour prior notice required  24-Hour Service not available. Overtime charges are applicable.     This airport has been identified as in-scope for ReFuelEU  the cost associated with mandate compliance will be invoiced.,,
No,,Geneve,LSGG,GVA,"Dassault / RUAG - GVA",,"1","99999",2.9671 ,3/1/2026,T,,,Corporate Configure Accepted,contractfuel@avfuel.com,800-466-2778,www.avfuel.com,Jet,In order to receive Excise Duty exemption an aircraft must be registered to a country that holds a reciprocal right agreement with Switzerland.    Prices are exclusive of all duties  taxes and fees unless otherwise specified.    Uplifts using the Dassault / RUAG  bowser    There will be a SAF Fee applied for this location.,,
No,,Genève,LSGG,GVA,"Geneva Fueling Service / Q8 - GVA",,"1","99999",2.7127 ,3/1/2026,T,,,Corporate Configure Accepted,contractfuel@avfuel.com,800-466-2778,www.avfuel.com,Jet,In order to receive Excise Duty exemption an aircraft must be registered to a country that holds a reciprocal right agreement with Switzerland.    Prices are exclusive of all duties  taxes and fees unless otherwise specified.    There will be a SAF Fee applied for this location.,,
No,,Geneve,LSGG,GVA,"Jet Aviation / Q8 - GVA",,"1","99999",2.9368 ,3/1/2026,T,,,Corporate Configure Accepted,contractfuel@avfuel.com,800-466-2778,www.avfuel.com,Jet,*Supply available but limited do to order issues - contact Intl Supply or CF Ops to bypass limitations.  *For operators handled by Jet Aviation  fuel is also available via Skytanking at a better rate.    In order to receive Excise Duty exemption an aircraft must be registered to a country that holds a reciprocal right agreement with Switzerland.    Prices are exclusive of all duties  taxes and fees unless otherwise specified.    Uplifts using the Jet Aviation bowser    There will be a SAF Fee ap,,
Yes,,Sylt,EDXW,GWT,"TotalEnergies - GWT",,"1","99999",5.3647 ,3/3/2026,F,,,Corporate Configure Accepted,contractfuel@avfuel.com,800-466-2778,www.avfuel.com,Jet,Prices are exclusive of all duties  taxes and fees unless otherwise specified.,,
Yes,,Guayaquil,SEGU,GYE,"JetHandling Ecuador - GYE",,"1","99999",2.7245 ,2/12/2026,F,,,Corporate Configure Accepted,contractfuel@avfuel.com,800-466-2778,www.avfuel.com,Jet,Prices are exclusive of all duties  taxes and fees unless otherwise specified.  ,,
No,,,SBGO,GYN,"Shell / Raizen - GYN",,"1","99999",3.4037 ,3/1/2026,T,,,Corporate Configure Accepted,contractfuel@avfuel.com,800-466-2778,www.avfuel.com,Jet,Prices are exclusive of all duties  taxes and fees unless otherwise specified.     International flights only.      Non-Brazilian registrations / tails only.  ,,
Yes,,Hannover,EDDV,HAJ,"Air BP GAT - HAJ",,"1","99999",3.5729 ,3/3/2026,F,+49 511 9772 348,,Corporate Configure Accepted,contractfuel@avfuel.com,800-466-2778,www.avfuel.com,Jet,Prices are exclusive of all duties  taxes and fees unless otherwise specified.    Out of hours fuelling available - 24 Hours notice required    This airport has been identified as in-scope for ReFuelEU  the cost associated with mandate compliance will be invoiced and is subject to change.,,
No,,Hamburg,EDDH,HAM,"Air BP GAT- HAM",,"1","99999",2.8613 ,3/3/2026,T,+49 40 5132 3504,,Corporate Configure Accepted,contractfuel@avfuel.com,800-466-2778,www.avfuel.com,Jet,Prices are exclusive of all duties  taxes and fees unless otherwise specified.    GA parking: Apron 2 or 4    This airport has been identified as in-scope for ReFuelEU  the cost associated with mandate compliance will be invoiced and is subject to change.,,
Yes,,Hanoi,VVNB,HAN,"Petrolimex Aviation - HAN (Truck)",,"1","99999",2.7217 ,3/1/2026,F,+84 4 35160670,,Corporate Configure Accepted,contractfuel@avfuel.com,800-466-2778,www.avfuel.com,Jet,Prices are exclusive of all duties  taxes and fees unless otherwise specified.,,
Yes,,Alexandria,HEBA,HBE,"Emsrjet - HBE",,"1","99999",3.4145 ,3/2/2026,F,+20 225745381,,Corporate Configure Accepted,contractfuel@avfuel.com,800-466-2778,www.avfuel.com,Jet,Prices are for international operations  exclusive of all duties  taxes and fees unless otherwise specified.,,
Yes,,Helsinki,EFHK,HEL,"Neste Aviation - HEL",,"1","99999",3.1900 ,3/3/2026,F,+358 9 822 279,,Corporate Configure Accepted,contractfuel@avfuel.com,800-466-2778,www.avfuel.com,Jet,Prices are exclusive of all duties  taxes and fees unless otherwise specified.    This airport has been identified as in-scope for ReFuelEU  the cost associated with mandate compliance will be invoiced and is subject to change.,,
No,,Heraklion,LGIR,HER,"GISSCO / MOH - HER",,"1","99999",2.7742 ,3/3/2026,T,+30 2810 221147,,Corporate Configure Accepted,contractfuel@avfuel.com,800-466-2778,www.avfuel.com,Jet,Price is exclusive of all duties  taxes and fees  Billing Agent / Processing Fee will be billed as a seperate line item on the fuel invoice    AOC holders only.  Aircraft registration must be listed on the AOC when presented to the ITP agent by the operator at the time of the uplift for any potential tax exemptions    48HR notice required    This airport has been identified as in-scope for ReFuelEU  the cost associated with mandate compliance will be invoiced and is subject to change.. $150.00 will be added to order for ADMINISTRATION FEE.,,
Yes,,Hahn,EDFH,HHN,"Rheinland Air Service - HHN",,"1","99999",3.0776 ,3/3/2026,F,+49 6543 50 75 83,,Corporate Configure Accepted,contractfuel@avfuel.com,800-466-2778,www.avfuel.com,Jet,Prices are exclusive of all duties  taxes and fees unless otherwise specified.    This airport has been identified as in-scope for ReFuelEU  the cost associated with mandate compliance will be invoiced and is subject to change.,,
Yes,,Lantau,VHHH,HKG,"HKBAC - HKG (Int'l)",,"1","99999",4.5813 ,3/1/2026,F,,www.hkbac.com,Corporate Configure Accepted,contractfuel@avfuel.com,800-466-2778,www.avfuel.com,Jet,Price is exclusive of duties  fees into wing rates and taxes for international operations.    HKBAC will charge a seperate ground handling fee.    **Fuel prices are SUBJECT TO CHANGE WITHOUT PRIOR NOTICE.**,,
Yes,,Jakarta,WIHH,HLP,"Pertamina - HLP",,"1","99999",3.2243 ,2/1/2026,F,,,Corporate Configure Accepted,contractfuel@avfuel.com,800-466-2778,www.avfuel.com,Jet,Prices are exclusive of all duties  taxes and fees unless otherwise specified..   **Minimum 24-Hour notice required**  **Avfuel cannot authorize fuel for Indonesian tail numbers/registered aircraft (PK-...)**  **Prices are subject to change on the 1st and 15th**  ,,
Yes,,Hermosillo,MMHO,HMO,"ICCS - HMO",,"1","99999",3.4480 ,3/3/2026,F,,www.iccsmex.com.mx,Corporate Configure Accepted,contractfuel@avfuel.com,800-466-2778,www.avfuel.com,Jet,Prices are exclusive of all duties  taxes and fees unless otherwise specified.    SENEAM air navigation fee may be invoiced at the same time  but is not included in the price of fuel,,
Yes,,Tokyo / Haneda,RJTT,HND,"SANAI SEKIYU - HND (I)",,"1","99999",2.7177 ,3/1/2026,F,,,Corporate Configure Accepted,contractfuel@avfuel.com,800-466-2778,www.avfuel.com,Jet,Prices are exclusive of all duties  taxes and fees unless otherwise specified.    Commercial and international flights only,,
Yes,,Horta,LPHR,HOR,"SAAGA - HOR",,"1","99999",3.5978 ,3/1/2026,F,,,Corporate Configure Accepted,contractfuel@avfuel.com,800-466-2778,www.avfuel.com,Jet,Prices are exclusive of all duties  taxes and fees unless otherwise specified.    Overtime  17:31 - 08:00,,
No,,Hurghada,HEGN,HRG,"MISR Petroleum - HRG",,"1","99999",3.6170 ,3/2/2026,T,,,Corporate Configure Accepted,contractfuel@avfuel.com,800-466-2778,www.avfuel.com,Jet,Prices are for international operations  exclusive of all duties  taxes and fees unless otherwise specified.,,
No,,Ibiza,LEIB,IBZ,"SLCA / Cepsa - IBZ",,"1","99999",3.0241 ,3/1/2026,T,,,Corporate Configure Accepted,contractfuel@avfuel.com,800-466-2778,www.avfuel.com,Jet,Prices are exclusive of all duties  taxes and fees unless otherwise specified.     48 Hour prior notice required    This airport has been identified as in-scope for ReFuelEU  the cost associated with mandate compliance will be invoiced.,,
No,,Seoul,RKSI,ICN,"Caltex / ENOC - ICN",,"1","99999",2.5140 ,3/1/2026,T,,,Corporate Configure Accepted,contractfuel@avfuel.com,800-466-2778,www.avfuel.com,Jet,Prices are exclusive of all duties  taxes and fees unless otherwise specified.,,
Yes,,Foz do Iguacu,SBFI,IGU,"Shell / Raizen - IGU (Int'l)",,"1","99999",3.3363 ,3/1/2026,F,+55 45 3521 4283,,Corporate Configure Accepted,contractfuel@avfuel.com,800-466-2778,www.avfuel.com,Jet,Prices are exclusive of all duties  taxes and fees unless otherwise specified.     International flights only.      Non-Brazilian registrations / tails only.,,
Yes,,Innsbruck,LOWI,INN,"Air BP - INN",,"1","99999",5.2687 ,3/1/2026,F,,,Corporate Configure Accepted,contractfuel@avfuel.com,800-466-2778,www.avfuel.com,Jet,Effective 01 Oct. 2017 Austria requires a permit  Betankunsschein  to be exempt from the Excise Duty or Mineral Oil Tax (MOT) on jet. https://f.datasrvr.com/fr1/317/22711/AIC.pdf     Prices are exclusive of all duties  taxes and fees unless otherwise specified.    This airport has been identified as in-scope for ReFuelEU  a SAF Mandate Fee in response to ReFuelEU will be assessed in 2025 and applied to any applicable transaction.,,
Yes,,Inverness,EGPE,INV,"Signature Flight Support  INV",,"1","99999",4.6857 ,3/3/2026,F,+44.1667.461133,,Corporate Configure Accepted,contractfuel@avfuel.com,800-466-2778,www.avfuel.com,Jet,Prices are exclusive of all duties  taxes and fees unless otherwise specified.    Due to the implementation of the UK SAF Mandate the cost associated with mandate compliance will be invoiced and is subject to change at any time.,,
No,,Ballasalla,EGNS,IOM,"Avflight Isle of Man",,"1","99999",3.7560 ,2/25/2026,T,,www.avflight.com,Corporate Configure Accepted,contractfuel@avfuel.com,800-466-2778,www.avfuel.com,Jet,All other duties  taxes and fees are excluded. An additional ITW fee will be charged.    After hours is between 20:30hrs to 06:00    A per gallon Delivery Fee will apply to all flights.,,
Yes,,Istanbul,LTBA,ISL,"THYOpet - ISL (Int'l)",,"1","99999",2.8492 ,3/1/2026,F,,,Corporate Configure Accepted,contractfuel@avfuel.com,800-466-2778,www.avfuel.com,Jet,Prices are exclusive of all duties  taxes and fees unless otherwise specified.    Not available to Turkish aircraft performing domestic flights.    Orders should be placed 24-hours advance of delivery to avoid delays.,,
No,,Istanbul,LTFM,IST,"Turkish Fuel Services - IST (Int'l) GA",,"1","99999",2.6763 ,3/1/2026,T,,,Corporate Configure Accepted,contractfuel@avfuel.com,800-466-2778,www.avfuel.com,Jet,Prices are exclusive of all duties  taxes and fees unless otherwise specified.    Not available Turkish aircraft performing domestic flights.    GA / Business Aviation,,
No,,Istanbul,LTFM,IST,"Turkish Fuel Services - IST (Int'l) GA",,"1","99999",5.3232 ,3/1/2026,T,,,Corporate Configure Accepted,contractfuel@avfuel.com,800-466-2778,www.avfuel.com,Jet,Prices are exclusive of all duties  taxes and fees unless otherwise specified.    Not available Turkish aircraft performing domestic flights.    GA / Business Aviation,,
Yes,,Ivalo,EFIV,IVL,"Finnavia - IVL",,"1","99999",10.2376 ,3/1/2026,F,+358 20 708 8091,,Corporate Configure Accepted,contractfuel@avfuel.com,800-466-2778,www.avfuel.com,Jet,Prices are exclusive of all duties  taxes and fees unless otherwise specified.,,
No,,Santo Domingo Norte,MDJB,JBQ,"Terpel Aviation - JBQ",,"1","99999",3.4490 ,2/28/2026,T,,,Corporate Configure Accepted,contractfuel@avfuel.com,800-466-2778,www.avfuel.com,Jet,Prices are exclusive of all duties  taxes and fees unless otherwise specified.    Price is valid Saturday thru Friday,,
Yes,,Jeddah,OEJN,JED,"UGAFCO - JED",,"1","99999",2.2157 ,3/1/2026,F,+966 12 690 8721,,Corporate Configure Accepted,contractfuel@avfuel.com,800-466-2778,www.avfuel.com,Jet,Prices are exclusive of all duties  taxes and fees unless otherwise specified.  ,,
No,,Jersey,EGJJ,JER,"ATF Fuels - JER",,"1","99999",4.9090 ,3/5/2026,T,,,Corporate Configure Accepted,contractfuel@avfuel.com,800-466-2778,www.avfuel.com,Jet,Prices are exclusive of all duties  taxes and fees unless otherwise specified.,,
Yes,,Kilimanjaro,HTKJ,JRO,"Puma Energy - JRO",,"1","99999",4.6374 ,3/1/2026,F,,,Corporate Configure Accepted,contractfuel@avfuel.com,800-466-2778,www.avfuel.com,Jet,Prices are exclusive of all duties  taxes and fees unless otherwise specified.    Uplift date falling on Monday to Friday – Request must be sent 24 hours prior to the fueling date  Uplift date falling on Saturday and Sunday – Request must be sent 48 hours prior to the fueling date,,
Yes,,Kilimanjaro,HTKJ,JRO,"TotalEnergies - JRO",,"1","99999",2.6124 ,3/1/2026,F,,,Corporate Configure Accepted,contractfuel@avfuel.com,800-466-2778,www.avfuel.com,Jet,Prices are exclusive of all duties  taxes and fees unless otherwise specified.,,
No,,Santorini,LGSR,JTR,"GISSCO / MOH - JTR",,"1","99999",3.3942 ,3/3/2026,T,+30 22860 34212,,Corporate Configure Accepted,contractfuel@avfuel.com,800-466-2778,www.avfuel.com,Jet,Price is exclusive of all duties  taxes and fees  Billing Agent / Processing Fee will be billed as a seperate line item on the fuel invoice    AOC holders only.  Aircraft registration must be listed on the AOC when presented to the ITP agent by the operator at the time of the uplift for any potential tax exemptions    48HR notice required    This airport has been identified as in-scope for ReFuelEU  the cost associated with mandate compliance will be invoiced and is subject to change.. $150.00 will be added to order for ADMINISTRATION FEE.,,
Yes,,Jyvaskyla,EFJY,JYV,"Finnavia - JVY",,"1","99999",10.1169 ,3/1/2026,F,+358 20 708 5794,,Corporate Configure Accepted,contractfuel@avfuel.com,800-466-2778,www.avfuel.com,Jet,Prices are exclusive of all duties  taxes and fees unless otherwise specified.,,
Yes,,Kuusamo,EFKS,KAO,"Neste Aviation - KAO",,"1","99999",3.9189 ,3/3/2026,F,,,Corporate Configure Accepted,contractfuel@avfuel.com,800-466-2778,www.avfuel.com,Jet,Prices are exclusive of all duties  taxes and fees unless otherwise specified.,,
Yes,,Kendari,WAWW,KDI,"Pertamina - KDI",,"1","99999",3.3871 ,2/1/2026,F,,,Corporate Configure Accepted,contractfuel@avfuel.com,800-466-2778,www.avfuel.com,Jet,Prices are exclusive of all duties  taxes and fees unless otherwise specified..   **Minimum 24-Hour notice required**  **Avfuel cannot authorize fuel for Indonesian tail numbers/registered aircraft (PK-...)**  **Prices are subject to change on the 1st and 15th**  ,,
Yes,,Keflavik,BIKF,KEF,"EAK / Olis - KEF (Hyd)",,"1","99999",2.8590 ,3/1/2026,F,,,Corporate Configure Accepted,contractfuel@avfuel.com,800-466-2778,www.avfuel.com,Jet,Prices are exclusive of all duties  taxes and fees unless otherwise specified.,,
No,,Keflavik,BIKF,KEF,"EAK / Olis - KEF (Truck)",,"1","99999",2.8740 ,3/1/2026,T,,,Corporate Configure Accepted,contractfuel@avfuel.com,800-466-2778,www.avfuel.com,Jet,Prices are exclusive of all duties  taxes and fees unless otherwise specified.,,
