"Country/State","City","ICAO","Supplier","Gal From","Gal To","Exp Date","Estimated Price","Estimated Taxes","Estimated Total Price","Pre- Arr Req","Notes"
"California","CARLSBAD","KCRQ","ATLANTIC AVIATION-FBO","901","1200","04-Mar-26","7.05491","0.4903755","7.54529",," **Price for fuel item: JET FUEL**/1) Minimum Notice Required: None 2) Ramps serviced:Only Atlantic Ramps 3) Additional Information: Prist and Avgas available Operating Hours: 0600 to 2000 Mon - Sun lcl FOR MORE INFORMATION PLEASE CONTACT YOUR LOCAL FUEL LOGISTICS TEAM AT fuel24@wfscorp.com"
"California","CARLSBAD","KCRQ","ATLANTIC AVIATION-FBO","1201","1500","04-Mar-26","6.80491","0.4903755","7.29529",," **Price for fuel item: JET FUEL**/1) Minimum Notice Required: None 2) Ramps serviced:Only Atlantic Ramps 3) Additional Information: Prist and Avgas available Operating Hours: 0600 to 2000 Mon - Sun lcl FOR MORE INFORMATION PLEASE CONTACT YOUR LOCAL FUEL LOGISTICS TEAM AT fuel24@wfscorp.com"
"California","CARLSBAD","KCRQ","ATLANTIC AVIATION-FBO","1501","999999999","04-Mar-26","6.56491","0.4903755","7.05529",," **Price for fuel item: JET FUEL**/1) Minimum Notice Required: None 2) Ramps serviced:Only Atlantic Ramps 3) Additional Information: Prist and Avgas available Operating Hours: 0600 to 2000 Mon - Sun lcl FOR MORE INFORMATION PLEASE CONTACT YOUR LOCAL FUEL LOGISTICS TEAM AT fuel24@wfscorp.com"
"California","CARLSBAD","KCRQ","CARLSBAD JET CENTER","1","299","09-Mar-26","6.17465","0.52755535","6.70221",," **Price for fuel item: JET FUEL**/1) Minimum Notice Required: Contact FBO An Hour before closing 2200 lcl 2) Ramps serviced: Own Ramps 3) Additional Information: Call FBO for fees for more information please contact your local fuel logistics team on fuel24@wfscorp.com"
"California","CARLSBAD","KCRQ","CARLSBAD JET CENTER","300","499","09-Mar-26","6.07465","0.52755535","6.60221",," **Price for fuel item: JET FUEL**/1) Minimum Notice Required: Contact FBO An Hour before closing 2200 lcl 2) Ramps serviced: Own Ramps 3) Additional Information: Call FBO for fees for more information please contact your local fuel logistics team on fuel24@wfscorp.com"
"California","CARLSBAD","KCRQ","CARLSBAD JET CENTER","500","999","09-Mar-26","5.97465","0.52755535","6.50221",," **Price for fuel item: JET FUEL**/1) Minimum Notice Required: Contact FBO An Hour before closing 2200 lcl 2) Ramps serviced: Own Ramps 3) Additional Information: Call FBO for fees for more information please contact your local fuel logistics team on fuel24@wfscorp.com"
"California","CARLSBAD","KCRQ","CARLSBAD JET CENTER","1000","1499","09-Mar-26","5.77465","0.52755535","6.30221",," **Price for fuel item: JET FUEL**/1) Minimum Notice Required: Contact FBO An Hour before closing 2200 lcl 2) Ramps serviced: Own Ramps 3) Additional Information: Call FBO for fees for more information please contact your local fuel logistics team on fuel24@wfscorp.com"
"California","CARLSBAD","KCRQ","CARLSBAD JET CENTER","1500","999999999","09-Mar-26","5.67465","0.52755535","6.20221",," **Price for fuel item: JET FUEL**/1) Minimum Notice Required: Contact FBO An Hour before closing 2200 lcl 2) Ramps serviced: Own Ramps 3) Additional Information: Call FBO for fees for more information please contact your local fuel logistics team on fuel24@wfscorp.com"
"California","CARLSBAD","KCRQ","WESTERN FLIGHT","1","999999999","09-Mar-26","4.65206","0.510304625","5.16236",," **Price for fuel item: JET FUEL**/1) Minimum Notice Required: NONE 2) Ramps serviced: OWN RAMP 3) Additional Information: Hours of Operation 0700 - 1900 Mon - Sun ; Avgas is Available FBO located next to the FAA Control Tower on the east end of the field. FOR MORE INFORMATION PLEASE CONTACT YOUR LOCAL FUEL LOGISTICS TEAM AT fuel24@wfscorp.com"
"California","HOLLISTER","KCVH","HOLLISTER JET CENTER INC","1","50","03-Mar-26","6.228","0.596759325","6.82476",," **Price for fuel item: JET FUEL**/1) Minimum Notice Required: None 2) Ramps serviced: All 3) Additional Information: Prist is available. After hours service is available, call FBO for pricing. for more information please contact your local fuel logistics team on fuel24@wfscorp.com ."
"California","HOLLISTER","KCVH","HOLLISTER JET CENTER INC","51","100","03-Mar-26","5.728","0.596759325","6.32476",," **Price for fuel item: JET FUEL**/1) Minimum Notice Required: None 2) Ramps serviced: All 3) Additional Information: Prist is available. After hours service is available, call FBO for pricing. for more information please contact your local fuel logistics team on fuel24@wfscorp.com ."
"California","HOLLISTER","KCVH","HOLLISTER JET CENTER INC","101","249","03-Mar-26","5.128","0.596759325","5.72476",," **Price for fuel item: JET FUEL**/1) Minimum Notice Required: None 2) Ramps serviced: All 3) Additional Information: Prist is available. After hours service is available, call FBO for pricing. for more information please contact your local fuel logistics team on fuel24@wfscorp.com ."
"California","HOLLISTER","KCVH","HOLLISTER JET CENTER INC","250","500","03-Mar-26","5.028","0.596759325","5.62476",," **Price for fuel item: JET FUEL**/1) Minimum Notice Required: None 2) Ramps serviced: All 3) Additional Information: Prist is available. After hours service is available, call FBO for pricing. for more information please contact your local fuel logistics team on fuel24@wfscorp.com ."
"California","HOLLISTER","KCVH","HOLLISTER JET CENTER INC","501","800","03-Mar-26","4.928","0.596759325","5.52476",," **Price for fuel item: JET FUEL**/1) Minimum Notice Required: None 2) Ramps serviced: All 3) Additional Information: Prist is available. After hours service is available, call FBO for pricing. for more information please contact your local fuel logistics team on fuel24@wfscorp.com ."
"California","HOLLISTER","KCVH","HOLLISTER JET CENTER INC","801","999999999","03-Mar-26","4.828","0.596759325","5.42476",," **Price for fuel item: JET FUEL**/1) Minimum Notice Required: None 2) Ramps serviced: All 3) Additional Information: Prist is available. After hours service is available, call FBO for pricing. for more information please contact your local fuel logistics team on fuel24@wfscorp.com ."
"California","DAVIS-OUTSIDE CITY LIMITS","KDWA","DAVIS FLIGHT SUPPORT","1","249","03-Mar-26","6.24312","0.523604725","6.76672",," **Price for fuel item: JET FUEL**/1) Minimum Notice Required: None 2) Ramps serviced: All areas 3) Additional Information: Hours of Operation: Mon - Fri 0700 - 1900 / Sat - Sun 0800 - 1630 AFTER HRS SERVICES For more information please contact your local fuel logistics team on fuel24@wfscorp.com"
"California","DAVIS-OUTSIDE CITY LIMITS","KDWA","DAVIS FLIGHT SUPPORT","250","499","03-Mar-26","5.99312","0.523604725","6.51672",," **Price for fuel item: JET FUEL**/1) Minimum Notice Required: None 2) Ramps serviced: All areas 3) Additional Information: Hours of Operation: Mon - Fri 0700 - 1900 / Sat - Sun 0800 - 1630 AFTER HRS SERVICES For more information please contact your local fuel logistics team on fuel24@wfscorp.com"
"California","DAVIS-OUTSIDE CITY LIMITS","KDWA","DAVIS FLIGHT SUPPORT","500","999","03-Mar-26","5.74312","0.523604725","6.26672",," **Price for fuel item: JET FUEL**/1) Minimum Notice Required: None 2) Ramps serviced: All areas 3) Additional Information: Hours of Operation: Mon - Fri 0700 - 1900 / Sat - Sun 0800 - 1630 AFTER HRS SERVICES For more information please contact your local fuel logistics team on fuel24@wfscorp.com"
"California","DAVIS-OUTSIDE CITY LIMITS","KDWA","DAVIS FLIGHT SUPPORT","1000","1999","03-Mar-26","5.24312","0.523604725","5.76672",," **Price for fuel item: JET FUEL**/1) Minimum Notice Required: None 2) Ramps serviced: All areas 3) Additional Information: Hours of Operation: Mon - Fri 0700 - 1900 / Sat - Sun 0800 - 1630 AFTER HRS SERVICES For more information please contact your local fuel logistics team on fuel24@wfscorp.com"
"California","DAVIS-OUTSIDE CITY LIMITS","KDWA","DAVIS FLIGHT SUPPORT","2000","999999999","03-Mar-26","4.99312","0.523604725","5.51672",," **Price for fuel item: JET FUEL**/1) Minimum Notice Required: None 2) Ramps serviced: All areas 3) Additional Information: Hours of Operation: Mon - Fri 0700 - 1900 / Sat - Sun 0800 - 1630 AFTER HRS SERVICES For more information please contact your local fuel logistics team on fuel24@wfscorp.com"
"California","MURRIETA","KF70","THE JET CENTER","1","5999","09-Mar-26","4.86283","0.560418","5.42325",," **Price for fuel item: JET FUEL**/N/A"
"California","MURRIETA","KF70","THE JET CENTER","6000","8000","09-Mar-26","4.81283","0.560418","5.37325",," **Price for fuel item: JET FUEL**/N/A"
"California","MURRIETA","KF70","THE JET CENTER","8001","10000","09-Mar-26","4.76283","0.560418","5.32325",," **Price for fuel item: JET FUEL**/N/A"
"California","MURRIETA","KF70","THE JET CENTER","10001","12000","09-Mar-26","4.71283","0.560418","5.27325",," **Price for fuel item: JET FUEL**/N/A"
"California","MURRIETA","KF70","THE JET CENTER","12001","20000","09-Mar-26","4.66283","0.560418","5.22325",," **Price for fuel item: JET FUEL**/N/A"
"California","MURRIETA","KF70","THE JET CENTER","20001","999999999","09-Mar-26","4.51283","0.560418","5.07325",," **Price for fuel item: JET FUEL**/N/A"
"California","FRESNO","KFAT","ATLANTIC AVIATION","1","100","10-Mar-26","5.26461","0.51866465","5.78327",," **Price for fuel item: JET FUEL**/1) Minimum Notice Required: NONE 2) Ramps serviced: OWN RAMP 3) Additional Information: HOURS OF OPERATION: MON-SUN 0600-2200 LCL 7 DAYS, FUEL AVAILABLE AFTER HOURS WITH PRIOR ARRANGEMENTS, Call FBO for fees for more information please contact your local fuel logistics team on fuel24@wfscorp.com"
"California","FRESNO","KFAT","ATLANTIC AVIATION","101","200","10-Mar-26","5.15461","0.51866465","5.67327",," **Price for fuel item: JET FUEL**/1) Minimum Notice Required: NONE 2) Ramps serviced: OWN RAMP 3) Additional Information: HOURS OF OPERATION: MON-SUN 0600-2200 LCL 7 DAYS, FUEL AVAILABLE AFTER HOURS WITH PRIOR ARRANGEMENTS, Call FBO for fees for more information please contact your local fuel logistics team on fuel24@wfscorp.com"
"California","FRESNO","KFAT","ATLANTIC AVIATION","201","300","10-Mar-26","5.04461","0.51866465","5.56327",," **Price for fuel item: JET FUEL**/1) Minimum Notice Required: NONE 2) Ramps serviced: OWN RAMP 3) Additional Information: HOURS OF OPERATION: MON-SUN 0600-2200 LCL 7 DAYS, FUEL AVAILABLE AFTER HOURS WITH PRIOR ARRANGEMENTS, Call FBO for fees for more information please contact your local fuel logistics team on fuel24@wfscorp.com"
"California","FRESNO","KFAT","ATLANTIC AVIATION","301","400","10-Mar-26","4.93461","0.51866465","5.45327",," **Price for fuel item: JET FUEL**/1) Minimum Notice Required: NONE 2) Ramps serviced: OWN RAMP 3) Additional Information: HOURS OF OPERATION: MON-SUN 0600-2200 LCL 7 DAYS, FUEL AVAILABLE AFTER HOURS WITH PRIOR ARRANGEMENTS, Call FBO for fees for more information please contact your local fuel logistics team on fuel24@wfscorp.com"
"California","FRESNO","KFAT","ATLANTIC AVIATION","401","500","10-Mar-26","4.82461","0.51866465","5.34327",," **Price for fuel item: JET FUEL**/1) Minimum Notice Required: NONE 2) Ramps serviced: OWN RAMP 3) Additional Information: HOURS OF OPERATION: MON-SUN 0600-2200 LCL 7 DAYS, FUEL AVAILABLE AFTER HOURS WITH PRIOR ARRANGEMENTS, Call FBO for fees for more information please contact your local fuel logistics team on fuel24@wfscorp.com"
"California","FRESNO","KFAT","ATLANTIC AVIATION","501","999999999","10-Mar-26","4.71461","0.51866465","5.23327",," **Price for fuel item: JET FUEL**/1) Minimum Notice Required: NONE 2) Ramps serviced: OWN RAMP 3) Additional Information: HOURS OF OPERATION: MON-SUN 0600-2200 LCL 7 DAYS, FUEL AVAILABLE AFTER HOURS WITH PRIOR ARRANGEMENTS, Call FBO for fees for more information please contact your local fuel logistics team on fuel24@wfscorp.com"
"California","FRESNO","KFAT","SIGNATURE FLIGHT SUPPORT","1","300","10-Mar-26","5.4302","0.540801415","5.971",," **Price for fuel item: JET FUEL**/1) Minimum Notice Required: None 2) Operating Hours: 0600-2200 Local 3) Ramps serviced: FBO Ramp 4) Additional Information: UNICOM 130.075, Prist and avgas available for more information please contact your local fuel logistics team on fuel24@wfscorp.com ."
"California","FRESNO","KFAT","SIGNATURE FLIGHT SUPPORT","301","1200","10-Mar-26","5.2602","0.540801415","5.801",," **Price for fuel item: JET FUEL**/1) Minimum Notice Required: None 2) Operating Hours: 0600-2200 Local 3) Ramps serviced: FBO Ramp 4) Additional Information: UNICOM 130.075, Prist and avgas available for more information please contact your local fuel logistics team on fuel24@wfscorp.com ."
"California","FRESNO","KFAT","SIGNATURE FLIGHT SUPPORT","1201","999999999","10-Mar-26","5.1002","0.540801415","5.641",," **Price for fuel item: JET FUEL**/1) Minimum Notice Required: None 2) Operating Hours: 0600-2200 Local 3) Ramps serviced: FBO Ramp 4) Additional Information: UNICOM 130.075, Prist and avgas available for more information please contact your local fuel logistics team on fuel24@wfscorp.com ."
"California","GRASS VALLEY","KGOO","NEVADA COUNTY AIRPORT","1","999999999","09-Mar-26","5.66285","0.554459926","6.21731",," **Price for fuel item: JET FUEL**/1) Minimum Notice Required: None 2) Ramps serviced: Own ramp 3) Additional Information: Jet-A, Prist and 100LL available (Self Service) / UNICOM 122.725 4) Operating Hours: 24/7 0800-1700 L For more information, please contact your local fuel logistics team on fuel24@wfscorp.com"
"California","HAWTHORNE","KHHR","JET CENTER LOS ANGELES","1","199","09-Mar-26","6.54373","0.6776771","7.22141",," **Price for fuel item: JET FUEL**/1) Minimum Notice Required: N/A 2) Ramps serviced: FBO ramp 3) Additional Information: Frequency (123.3) // Prist is available for more information please contact your local fuel logistics team on fuel24@wfscorp.com"
"California","HAWTHORNE","KHHR","JET CENTER LOS ANGELES","200","499","09-Mar-26","6.44373","0.6776771","7.12141",," **Price for fuel item: JET FUEL**/1) Minimum Notice Required: N/A 2) Ramps serviced: FBO ramp 3) Additional Information: Frequency (123.3) // Prist is available for more information please contact your local fuel logistics team on fuel24@wfscorp.com"
"California","HAWTHORNE","KHHR","JET CENTER LOS ANGELES","500","749","09-Mar-26","5.99373","0.6776771","6.67141",," **Price for fuel item: JET FUEL**/1) Minimum Notice Required: N/A 2) Ramps serviced: FBO ramp 3) Additional Information: Frequency (123.3) // Prist is available for more information please contact your local fuel logistics team on fuel24@wfscorp.com"
"California","HAWTHORNE","KHHR","JET CENTER LOS ANGELES","750","999","09-Mar-26","5.89373","0.6776771","6.57141",," **Price for fuel item: JET FUEL**/1) Minimum Notice Required: N/A 2) Ramps serviced: FBO ramp 3) Additional Information: Frequency (123.3) // Prist is available for more information please contact your local fuel logistics team on fuel24@wfscorp.com"
"California","HAWTHORNE","KHHR","JET CENTER LOS ANGELES","1000","999999999","09-Mar-26","5.79373","0.6776771","6.47141",," **Price for fuel item: JET FUEL**/1) Minimum Notice Required: N/A 2) Ramps serviced: FBO ramp 3) Additional Information: Frequency (123.3) // Prist is available for more information please contact your local fuel logistics team on fuel24@wfscorp.com"
"California","HAYWARD","KHWD","APP JET CENTER","1","500","09-Mar-26","4.60913","0.6466744","5.2558",," **Price for fuel item: JET FUEL**/1) Minimum Notice Required:No 2) Ramps serviced:OWN RAMP. 3) Additional Information: UNICOM 129.725 4) Operating Hours: 0600 - 2100 lcl For more information please contact your local fuel logistics team on fuel24@wfscorp.com"
"California","HAYWARD","KHWD","APP JET CENTER","501","1000","09-Mar-26","4.55913","0.6466744","5.2058",," **Price for fuel item: JET FUEL**/1) Minimum Notice Required:No 2) Ramps serviced:OWN RAMP. 3) Additional Information: UNICOM 129.725 4) Operating Hours: 0600 - 2100 lcl For more information please contact your local fuel logistics team on fuel24@wfscorp.com"
"California","HAYWARD","KHWD","APP JET CENTER","1001","999999999","09-Mar-26","4.50913","0.6466744","5.1558",," **Price for fuel item: JET FUEL**/1) Minimum Notice Required:No 2) Ramps serviced:OWN RAMP. 3) Additional Information: UNICOM 129.725 4) Operating Hours: 0600 - 2100 lcl For more information please contact your local fuel logistics team on fuel24@wfscorp.com"
"California","HAYWARD","KHWD","SIGNATURE FLIGHT SUPPORT","1","500","10-Mar-26","4.12355","0.5982593","4.72181",," **Price for fuel item: JET FUEL**/N/A"
"California","HAYWARD","KHWD","SIGNATURE FLIGHT SUPPORT","501","1200","10-Mar-26","4.02055","0.5982593","4.61881",," **Price for fuel item: JET FUEL**/N/A"
"California","HAYWARD","KHWD","SIGNATURE FLIGHT SUPPORT","1201","999999999","10-Mar-26","3.96905","0.5982593","4.56731",," **Price for fuel item: JET FUEL**/N/A"
"California","LOS ANGELES","KLAX","ATLANTIC AVIATION-FBO","1","300","04-Mar-26","10.22111","0.700024","10.92113",," **Price for fuel item: JET FUEL**/1) Minimum Notice Required:No 2) Ramps serviced: FBO Ramp 3) Additional Information: UNICOM 131.6 4) Operating Hours: 24 / 7 for more information please contact your local fuel logistics team on fuel24@wfscorp.com ."
"California","LOS ANGELES","KLAX","ATLANTIC AVIATION-FBO","301","600","04-Mar-26","9.93111","0.700024","10.63113",," **Price for fuel item: JET FUEL**/1) Minimum Notice Required:No 2) Ramps serviced: FBO Ramp 3) Additional Information: UNICOM 131.6 4) Operating Hours: 24 / 7 for more information please contact your local fuel logistics team on fuel24@wfscorp.com ."
"California","LOS ANGELES","KLAX","ATLANTIC AVIATION-FBO","601","900","04-Mar-26","9.64111","0.700024","10.34113",," **Price for fuel item: JET FUEL**/1) Minimum Notice Required:No 2) Ramps serviced: FBO Ramp 3) Additional Information: UNICOM 131.6 4) Operating Hours: 24 / 7 for more information please contact your local fuel logistics team on fuel24@wfscorp.com ."
"California","LOS ANGELES","KLAX","ATLANTIC AVIATION-FBO","901","1200","04-Mar-26","9.35111","0.700024","10.05113",," **Price for fuel item: JET FUEL**/1) Minimum Notice Required:No 2) Ramps serviced: FBO Ramp 3) Additional Information: UNICOM 131.6 4) Operating Hours: 24 / 7 for more information please contact your local fuel logistics team on fuel24@wfscorp.com ."
"California","LOS ANGELES","KLAX","ATLANTIC AVIATION-FBO","1201","1500","04-Mar-26","9.06111","0.700024","9.76113",," **Price for fuel item: JET FUEL**/1) Minimum Notice Required:No 2) Ramps serviced: FBO Ramp 3) Additional Information: UNICOM 131.6 4) Operating Hours: 24 / 7 for more information please contact your local fuel logistics team on fuel24@wfscorp.com ."
"California","LOS ANGELES","KLAX","ATLANTIC AVIATION-FBO","1501","2500","04-Mar-26","8.78111","0.700024","9.48113",," **Price for fuel item: JET FUEL**/1) Minimum Notice Required:No 2) Ramps serviced: FBO Ramp 3) Additional Information: UNICOM 131.6 4) Operating Hours: 24 / 7 for more information please contact your local fuel logistics team on fuel24@wfscorp.com ."
"California","LOS ANGELES","KLAX","ATLANTIC AVIATION-FBO","2501","5000","04-Mar-26","7.95111","0.700024","8.65113",," **Price for fuel item: JET FUEL**/1) Minimum Notice Required:No 2) Ramps serviced: FBO Ramp 3) Additional Information: UNICOM 131.6 4) Operating Hours: 24 / 7 for more information please contact your local fuel logistics team on fuel24@wfscorp.com ."
"California","LOS ANGELES","KLAX","ATLANTIC AVIATION-FBO","5001","7500","04-Mar-26","7.12111","0.700024","7.82113",," **Price for fuel item: JET FUEL**/1) Minimum Notice Required:No 2) Ramps serviced: FBO Ramp 3) Additional Information: UNICOM 131.6 4) Operating Hours: 24 / 7 for more information please contact your local fuel logistics team on fuel24@wfscorp.com ."
"California","LOS ANGELES","KLAX","ATLANTIC AVIATION-FBO","7501","999999999","04-Mar-26","6.29111","0.700024","6.99113",," **Price for fuel item: JET FUEL**/1) Minimum Notice Required:No 2) Ramps serviced: FBO Ramp 3) Additional Information: UNICOM 131.6 4) Operating Hours: 24 / 7 for more information please contact your local fuel logistics team on fuel24@wfscorp.com ."
"California","LOS ANGELES","KLAX","SIGNATURE FLIGHT SUPPORT","1","500","10-Mar-26","8.2837","0.704171525","8.98787",," **Price for fuel item: JET FUEL**/1) Minimum Notice Required: None 2) Ramps serviced: FBO Ramp Only 3) Additional Information: Full service Jet-A, SAF available / UNICOM 130.60 4) Operating Hours: 24 hours a day/7 days a week For more information please contact your local fuel logistics team on fuel24@wfscorp.com"
"California","LOS ANGELES","KLAX","SIGNATURE FLIGHT SUPPORT","501","1200","10-Mar-26","8.1837","0.704171525","8.88787",," **Price for fuel item: JET FUEL**/1) Minimum Notice Required: None 2) Ramps serviced: FBO Ramp Only 3) Additional Information: Full service Jet-A, SAF available / UNICOM 130.60 4) Operating Hours: 24 hours a day/7 days a week For more information please contact your local fuel logistics team on fuel24@wfscorp.com"
"California","LOS ANGELES","KLAX","SIGNATURE FLIGHT SUPPORT","1201","5000","10-Mar-26","7.9437","0.704171525","8.64787",," **Price for fuel item: JET FUEL**/1) Minimum Notice Required: None 2) Ramps serviced: FBO Ramp Only 3) Additional Information: Full service Jet-A, SAF available / UNICOM 130.60 4) Operating Hours: 24 hours a day/7 days a week For more information please contact your local fuel logistics team on fuel24@wfscorp.com"
"California","LOS ANGELES","KLAX","SIGNATURE FLIGHT SUPPORT","5001","10000","10-Mar-26","7.7037","0.704171525","8.40787",," **Price for fuel item: JET FUEL**/1) Minimum Notice Required: None 2) Ramps serviced: FBO Ramp Only 3) Additional Information: Full service Jet-A, SAF available / UNICOM 130.60 4) Operating Hours: 24 hours a day/7 days a week For more information please contact your local fuel logistics team on fuel24@wfscorp.com"
"California","LOS ANGELES","KLAX","SIGNATURE FLIGHT SUPPORT","10001","999999999","10-Mar-26","7.5437","0.704171525","8.24787",," **Price for fuel item: JET FUEL**/1) Minimum Notice Required: None 2) Ramps serviced: FBO Ramp Only 3) Additional Information: Full service Jet-A, SAF available / UNICOM 130.60 4) Operating Hours: 24 hours a day/7 days a week For more information please contact your local fuel logistics team on fuel24@wfscorp.com"
"California","LONG BEACH","KLGB","ATLANTIC AVIATION","1","200","31-Mar-26","6.14833949","0.545856246","6.6942",," **Price for fuel item: JET FUEL**/1) Minimum Notice Required:N/A 2) Ramps serviced: OWN 3) Additional Information: Operation hours 24 hours a day/7 days a week //UNICOM: 130.6 For more information please contact your local fuel logistics team on fuel24@wfscorp.com"
"California","LONG BEACH","KLGB","ATLANTIC AVIATION","201","400","31-Mar-26","5.96833949","0.545856246","6.5142",," **Price for fuel item: JET FUEL**/1) Minimum Notice Required:N/A 2) Ramps serviced: OWN 3) Additional Information: Operation hours 24 hours a day/7 days a week //UNICOM: 130.6 For more information please contact your local fuel logistics team on fuel24@wfscorp.com"
"California","LONG BEACH","KLGB","ATLANTIC AVIATION","401","600","31-Mar-26","5.79833949","0.545856246","6.3442",," **Price for fuel item: JET FUEL**/1) Minimum Notice Required:N/A 2) Ramps serviced: OWN 3) Additional Information: Operation hours 24 hours a day/7 days a week //UNICOM: 130.6 For more information please contact your local fuel logistics team on fuel24@wfscorp.com"
"California","LONG BEACH","KLGB","ATLANTIC AVIATION","601","800","31-Mar-26","5.61833949","0.545856246","6.1642",," **Price for fuel item: JET FUEL**/1) Minimum Notice Required:N/A 2) Ramps serviced: OWN 3) Additional Information: Operation hours 24 hours a day/7 days a week //UNICOM: 130.6 For more information please contact your local fuel logistics team on fuel24@wfscorp.com"
"California","LONG BEACH","KLGB","ATLANTIC AVIATION","801","1000","31-Mar-26","5.44833949","0.545856246","5.9942",," **Price for fuel item: JET FUEL**/1) Minimum Notice Required:N/A 2) Ramps serviced: OWN 3) Additional Information: Operation hours 24 hours a day/7 days a week //UNICOM: 130.6 For more information please contact your local fuel logistics team on fuel24@wfscorp.com"
"California","LONG BEACH","KLGB","ATLANTIC AVIATION","1001","999999999","31-Mar-26","5.26833949","0.545856246","5.8142",," **Price for fuel item: JET FUEL**/1) Minimum Notice Required:N/A 2) Ramps serviced: OWN 3) Additional Information: Operation hours 24 hours a day/7 days a week //UNICOM: 130.6 For more information please contact your local fuel logistics team on fuel24@wfscorp.com"
"California","LONG BEACH","KLGB","SIGNATURE FLIGHT SUPPORT","1","300","10-Mar-26","5.2201","0.60069595","5.8208",," **Price for fuel item: JET FUEL**/1) Minimum Notice Required: None 2) Ramps serviced: FBO Ramp and Terminal / Cargo Ramps 3) Additional Information: Jet-A, Prist and 100LL, UL94 Avgas and SAF available / UNICOM 130.6 4) Operating Hours: 24 hours a day For more information, please contact your local fuel logistics team on fuel24@wfscorp.com"
"California","LONG BEACH","KLGB","SIGNATURE FLIGHT SUPPORT","301","1200","10-Mar-26","5.0201","0.60069595","5.6208",," **Price for fuel item: JET FUEL**/1) Minimum Notice Required: None 2) Ramps serviced: FBO Ramp and Terminal / Cargo Ramps 3) Additional Information: Jet-A, Prist and 100LL, UL94 Avgas and SAF available / UNICOM 130.6 4) Operating Hours: 24 hours a day For more information, please contact your local fuel logistics team on fuel24@wfscorp.com"
"California","LONG BEACH","KLGB","SIGNATURE FLIGHT SUPPORT","1201","999999999","10-Mar-26","4.8001","0.60069595","5.4008",," **Price for fuel item: JET FUEL**/1) Minimum Notice Required: None 2) Ramps serviced: FBO Ramp and Terminal / Cargo Ramps 3) Additional Information: Jet-A, Prist and 100LL, UL94 Avgas and SAF available / UNICOM 130.6 4) Operating Hours: 24 hours a day For more information, please contact your local fuel logistics team on fuel24@wfscorp.com"
"California","MADERA","KMAE","MADERA JET CENTER","1","199","09-Mar-26","5.51987","0.5405507","6.06042",," **Price for fuel item: JET FUEL**/N/A"
"California","MADERA","KMAE","MADERA JET CENTER","200","499","09-Mar-26","5.41987","0.5405507","5.96042",," **Price for fuel item: JET FUEL**/N/A"
"California","MADERA","KMAE","MADERA JET CENTER","500","749","09-Mar-26","4.96987","0.5405507","5.51042",," **Price for fuel item: JET FUEL**/N/A"
"California","MADERA","KMAE","MADERA JET CENTER","750","999","09-Mar-26","4.86987","0.5405507","5.41042",," **Price for fuel item: JET FUEL**/N/A"
"California","MADERA","KMAE","MADERA JET CENTER","1000","999999999","09-Mar-26","4.76987","0.5405507","5.31042",," **Price for fuel item: JET FUEL**/N/A"
"California","MCCLELLAN","KMCC","MCCLELLAN JET SERVICES","1","249","09-Mar-26","5.27466","0.535311125","5.80997",," **Price for fuel item: JET FUEL**/1) Minimum Notice Required: None is needed but is appreciated 2) Ramps serviced: Can service at the FBO only - Not at the airbase 3) Additional Information: Jet-A and 100LL is available - UNICOM: 131.325 4) Operating Hours: Open 24/7, 365 Days A Year For more information please contact your local fuel logistics team on fuel24@wfscorp.com"
"California","MCCLELLAN","KMCC","MCCLELLAN JET SERVICES","250","999","09-Mar-26","5.07466","0.535311125","5.60997",," **Price for fuel item: JET FUEL**/1) Minimum Notice Required: None is needed but is appreciated 2) Ramps serviced: Can service at the FBO only - Not at the airbase 3) Additional Information: Jet-A and 100LL is available - UNICOM: 131.325 4) Operating Hours: Open 24/7, 365 Days A Year For more information please contact your local fuel logistics team on fuel24@wfscorp.com"
"California","MCCLELLAN","KMCC","MCCLELLAN JET SERVICES","1000","1499","09-Mar-26","4.97466","0.535311125","5.50997",," **Price for fuel item: JET FUEL**/1) Minimum Notice Required: None is needed but is appreciated 2) Ramps serviced: Can service at the FBO only - Not at the airbase 3) Additional Information: Jet-A and 100LL is available - UNICOM: 131.325 4) Operating Hours: Open 24/7, 365 Days A Year For more information please contact your local fuel logistics team on fuel24@wfscorp.com"
"California","MCCLELLAN","KMCC","MCCLELLAN JET SERVICES","1500","999999999","09-Mar-26","4.57466","0.535311125","5.10997",," **Price for fuel item: JET FUEL**/1) Minimum Notice Required: None is needed but is appreciated 2) Ramps serviced: Can service at the FBO only - Not at the airbase 3) Additional Information: Jet-A and 100LL is available - UNICOM: 131.325 4) Operating Hours: Open 24/7, 365 Days A Year For more information please contact your local fuel logistics team on fuel24@wfscorp.com"
"California","MERCED","KMCE","GATEWAY AIR CENTER INC DBA TDL AERO ENTERPRISES","1","200","09-Mar-26","5.00442","0.540101075","5.54452",," **Price for fuel item: JET FUEL**/1) Minimum Notice Required: None is needed but is appreciated 2) Ramps serviced: Own ramp 3) Additional Information: Jet-A and 100LL is available // UNICOM:122.7 4) Operating Hours: 0800-1700L 7 DAYS A WEEK - After Hours fee applies. For more information please contact your local fuel logistics team on fuel24@wfscorp.com"
